comp_name,comp_356,comp_527,comp_346,comp_345,comp_339,comp_150,comp_379,comp_247,comp_100,comp_274,comp_291,comp_206,comp_394,comp_161,comp_267,comp_435,comp_383,comp_349,comp_073,comp_162,comp_338,comp_505,comp_410,comp_471,comp_202,comp_393,comp_201,comp_470,comp_203,comp_035,comp_263,comp_264,comp_265,comp_266,comp_129,comp_328,comp_005,comp_523,comp_074,comp_039,comp_395,comp_038,comp_268,comp_384,comp_321,comp_322,comp_037,comp_456,comp_237,comp_535
comp_338,0.13,0.14285714285714285,0.1485148514851485,0.14563106796116504,0.14423076923076922,0.15151515151515152,0.14,0.1262135922330097,0.12380952380952381,0.12264150943396226,0.14736842105263157,0.10112359550561797,0.11363636363636363,0.11627906976744186,0.13095238095238096,0.16129032258064516,0.12903225806451613,0.17391304347826086,0.16279069767441862,0.13095238095238096,1.0,0.14285714285714285,0.15053763440860216,0.12631578947368421,0.16304347826086957,0.11827956989247312,0.14606741573033707,0.14432989690721648,0.11827956989247312,0.14285714285714285,0.15789473684210525,0.16853932584269662,0.15555555555555556,0.15053763440860216,0.1368421052631579,0.045454545454545456,0.19767441860465115,0.1625,0.11578947368421053,0.12121212121212122,0.1276595744680851,0.10975609756097561,0.10465116279069768,0.19230769230769232,0.10227272727272728,0.12,0.12359550561797752,0.13095238095238096,0.13793103448275862,0.1411764705882353
comp_505,0.15625,0.20408163265306123,0.17525773195876287,0.1485148514851485,0.17,0.21739130434782608,0.15463917525773196,0.17525773195876287,0.1836734693877551,0.17,0.16304347826086957,0.12941176470588237,0.12941176470588237,0.13253012048192772,0.14814814814814814,0.15217391304347827,0.14444444444444443,0.20454545454545456,0.12643678160919541,0.13414634146341464,0.14285714285714285,1.0,0.8103448275862069,0.6935483870967742,0.7213114754098361,0.7,0.8518518518518519,0.676923076923077,0.7586206896551724,0.8214285714285714,0.7142857142857143,0.7894736842105263,0.8214285714285714,0.7796610169491526,0.7666666666666667,0.03076923076923077,0.12222222222222222,0.08333333333333333,0.08333333333333333,0.07920792079207921,0.15555555555555556,0.05952380952380952,0.056818181818181816,0.08333333333333333,0.06741573033707865,0.1111111111111111,0.75,0.14814814814814814,0.1411764705882353,0.15853658536585366
comp_410,0.16326530612244897,0.19801980198019803,0.18181818181818182,0.14423076923076922,0.17647058823529413,0.18556701030927836,0.15,0.15841584158415842,0.16666666666666666,0.15384615384615385,0.1702127659574468,0.13793103448275862,0.13793103448275862,0.15476190476190477,0.1566265060240964,0.1595744680851064,0.16483516483516483,0.2111111111111111,0.14772727272727273,0.14285714285714285,0.15053763440860216,0.8103448275862069,1.0,0.6363636363636364,0.8,0.6666666666666666,0.7457627118644068,0.75,0.7213114754098361,0.7213114754098361,0.7619047619047619,0.7796610169491526,0.7213114754098361,0.6875,0.676923076923077,0.029411764705882353,0.11827956989247312,0.08045977011494253,0.08080808080808081,0.07692307692307693,0.11458333333333333,0.05747126436781609,0.054945054945054944,0.08045977011494253,0.06521739130434782,0.0970873786407767,0.711864406779661,0.1566265060240964,0.14942528735632185,0.16666666666666666
comp_471,0.14,0.17475728155339806,0.14705882352941177,0.13333333333333333,0.14285714285714285,0.15,0.16161616161616163,0.13592233009708737,0.20202020202020202,0.1650485436893204,0.1702127659574468,0.17857142857142858,0.13793103448275862,0.1411764705882353,0.1566265060240964,0.1595744680851064,0.15217391304347827,0.2111111111111111,0.1348314606741573,0.14285714285714285,0.12631578947368421,0.6935483870967742,0.6363636363636364,1.0,0.6615384615384615,0.75,0.6885245901639344,0.6,0.75,0.6666666666666666,0.734375,0.6666666666666666,0.6935483870967742,0.7419354838709677,0.6268656716417911,0.029411764705882353,0.11827956989247312,0.08045977011494253,0.09183673469387756,0.10891089108910891,0.10309278350515463,0.06976744186046512,0.054945054945054944,0.08045977011494253,0.07692307692307693,0.1414141414141414,0.8035714285714286,0.14285714285714285,0.19047619047619047,0.15294117647058825
comp_202,0.16326530612244897,0.19801980198019803,0.18181818181818182,0.14423076923076922,0.17647058823529413,0.15,0.16161616161616163,0.15841584158415842,0.14423076923076922,0.1320754716981132,0.2087912087912088,0.16470588235294117,0.16470588235294117,0.22784810126582278,0.18518518518518517,0.1978021978021978,0.17777777777777778,0.25287356321839083,0.1744186046511628,0.17073170731707318,0.16304347826086957,0.7213114754098361,0.8,0.6615384615384615,1.0,0.6666666666666666,0.7457627118644068,0.75,0.6666666666666666,0.7213114754098361,0.7903225806451613,0.7796610169491526,0.8103448275862069,0.7142857142857143,0.676923076923077,0.029411764705882353,0.13043478260869565,0.08045977011494253,0.08080808080808081,0.09803921568627451,0.08080808080808081,0.08235294117647059,0.054945054945054944,0.08045977011494253,0.06521739130434782,0.08653846153846154,0.711864406779661,0.1566265060240964,0.16279069767441862,0.16666666666666666
comp_393,0.15625,0.18,0.15151515151515152,0.13725490196078433,0.17,0.14285714285714285,0.14285714285714285,0.11764705882352941,0.1262135922330097,0.11428571428571428,0.16304347826086957,0.12941176470588237,0.12941176470588237,0.13253012048192772,0.14814814814814814,0.20454545454545456,0.14444444444444443,0.20454545454545456,0.12643678160919541,0.13414634146341464,0.11827956989247312,0.7,0.6666666666666666,0.75,0.6666666666666666,1.0,0.7241379310344828,0.6268656716417911,0.7894736842105263,0.7586206896551724,0.6363636363636364,0.7,0.7,0.6666666666666666,0.65625,0.03076923076923077,0.12222222222222222,0.08333333333333333,0.13043478260869565,0.12371134020618557,0.09473684210526316,0.05952380952380952,0.056818181818181816,0.08333333333333333,0.11764705882352941,0.1111111111111111,0.8490566037735849,0.14814814814814814,0.1411764705882353,0.15853658536585366
comp_201,0.1595744680851064,0.23404255319148937,0.19148936170212766,0.15151515151515152,0.17346938775510204,0.15789473684210525,0.15789473684210525,0.12,0.12871287128712872,0.11650485436893204,0.19318181818181818,0.13253012048192772,0.14634146341463414,0.13580246913580246,0.1518987341772152,0.15555555555555556,0.14772727272727273,0.20930232558139536,0.12941176470588237,0.1375,0.14606741573033707,0.8518518518518519,0.7457627118644068,0.6885245901639344,0.7457627118644068,0.7241379310344828,1.0,0.6984126984126984,0.7241379310344828,0.8518518518518519,0.7096774193548387,0.8181818181818182,0.8518518518518519,0.8070175438596491,0.7931034482758621,0.031746031746031744,0.16470588235294117,0.08536585365853659,0.0851063829787234,0.08080808080808081,0.0967741935483871,0.06097560975609756,0.05813953488372093,0.08536585365853659,0.06896551724137931,0.09090909090909091,0.7777777777777778,0.1518987341772152,0.14457831325301204,0.1625
comp_470,0.1568627450980392,0.19047619047619047,0.17475728155339806,0.21782178217821782,0.16981132075471697,0.14423076923076922,0.14423076923076922,0.12037037037037036,0.12844036697247707,0.11711711711711711,0.16326530612244897,0.13186813186813187,0.13186813186813187,0.14772727272727273,0.14942528735632185,0.15306122448979592,0.14583333333333334,0.20212765957446807,0.14130434782608695,0.13636363636363635,0.14432989690721648,0.676923076923077,0.75,0.6,0.75,0.6268656716417911,0.6984126984126984,1.0,0.6268656716417911,0.676923076923077,0.7164179104477612,0.7301587301587301,0.676923076923077,0.6470588235294118,0.8225806451612904,0.027777777777777776,0.1134020618556701,0.07692307692307693,0.07766990291262135,0.07407407407407407,0.07766990291262135,0.054945054945054944,0.13636363636363635,0.07692307692307693,0.0625,0.08333333333333333,0.6666666666666666,0.14942528735632185,0.14285714285714285,0.1590909090909091
comp_203,0.1326530612244898,0.18,0.15151515151515152,0.13725490196078433,0.14705882352941177,0.16666666666666666,0.14285714285714285,0.14,0.1485148514851485,0.13592233009708737,0.16304347826086957,0.12941176470588237,0.12941176470588237,0.13253012048192772,0.14814814814814814,0.15217391304347827,0.14444444444444443,0.20454545454545456,0.12643678160919541,0.13414634146341464,0.11827956989247312,0.7586206896551724,0.7213114754098361,0.75,0.6666666666666666,0.7894736842105263,0.7241379310344828,0.6268656716417911,1.0,0.7,0.6363636363636364,0.7,0.7,0.6666666666666666,0.65625,0.03076923076923077,0.12222222222222222,0.08333333333333333,0.09473684210526316,0.09,0.11827956989247312,0.05952380952380952,0.056818181818181816,0.08333333333333333,0.07954545454545454,0.12244897959183673,0.8490566037735849,0.14814814814814814,0.1411764705882353,0.15853658536585366
comp_035,0.1935483870967742,0.20408163265306123,0.17525773195876287,0.1485148514851485,0.20618556701030927,0.15463917525773196,0.15463917525773196,0.11764705882352941,0.1262135922330097,0.11428571428571428,0.16304347826086957,0.12941176470588237,0.12941176470588237,0.13253012048192772,0.14814814814814814,0.17777777777777778,0.14444444444444443,0.20454545454545456,0.12643678160919541,0.13414634146341464,0.14285714285714285,0.8214285714285714,0.7213114754098361,0.6666666666666666,0.7213114754098361,0.7586206896551724,0.8518518518518519,0.676923076923077,0.7,1.0,0.6875,0.7894736842105263,0.8214285714285714,0.7796610169491526,0.7666666666666667,0.03076923076923077,0.12222222222222222,0.08333333333333333,0.10638297872340426,0.10101010101010101,0.09473684210526316,0.05952380952380952,0.056818181818181816,0.08333333333333333,0.09195402298850575,0.0891089108910891,0.75,0.14814814814814814,0.1411764705882353,0.15853658536585366
