number,pIC50(pred),cid,name,smiles,rex,rUV,rorb,rIR,rfreq,IPv,C-S0,S0-C,EAv,A-S0,S0-A,STv,T1-S0,S0-T1,Esolv,mu,Vmol,MW,B1,B2,B3,1/dE1,1/dE2,1/dE3,1/dE4,1/dE5,1/dE6,1/dE7,1/dE8,1/dE9,1/dE10,1/dE11,1/dE12,1/dE13,1/dE14,1/dE15,1/dE16,1/dE17,1/dE18,1/dE19,1/dE20,1/dE21,1/dE22,1/dE23,1/dE24,1/dE25,1/dE26,1/dE27,1/dE28,1/dE29,1/dE30
kampo_0425,5.561021254,10910685,"2H-1-Benzopyran-2-one, 7-hydroxy-6-(2-hydroxyethyl)-",C1=CC(=O)OC2=CC(=C(C=C21)CCO)O,11.65976899,8.088768185,87.74144407,57.72728175,68.36886543,8.256648777,0.197511832,0.195822737,-0.14058076,0.296491926,0.303745154,3.35231743,0.488455518,0.504344973,-0.456884826,3.3687,142.749,206.197,12.4280749,7.283920265,4.883086979,0.223338917,0.203198342,0.196862019,0.171444246,0.159106458,0.148878203,0.146320764,0.145234845,0.139130435,0.137005069,0.135466479,0.133454332,0.129831349,0.127642193,0.125445331,0.123574262,0.12328632,0.122666274,0.121670783,0.119548585,0.118942836,0.118148844,0.11801081,0.11640495,0.115672462,0.11337997,0.112984137,0.112235965,0.111696899,0.111325103
kampo_2499,5.560963916,5320954,Rhapontigenin,COC1=C(C=C(C=C1)C=CC2=CC(=CC(=C2)O)O)O,13.31187458,16.45488869,87.05287586,51.03425775,75.78735871,7.228863838,0.251505259,0.283654484,-0.408074822,0.285950902,0.33519522,3.202393991,2.687991342,1.04323559,-0.460640896,2.5275,195.215,258.273,16.02520114,7.727000164,4.710849647,0.230824273,0.212377352,0.203562341,0.181169266,0.166253803,0.162569905,0.160164008,0.154853895,0.147264561,0.144862453,0.143457615,0.141197069,0.139039515,0.13834703,0.137767614,0.135457304,0.134154358,0.133189489,0.132996409,0.13151492,0.128480208,0.126831124,0.125914454,0.125596584,0.124711604,0.123716442,0.123196708,0.123117836,0.122673798,0.121313583
kampo_1687,5.55410546,5280544,Herbacetin,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O,19.43178032,39.93209535,89.53563665,43.13471219,74.45446115,7.42431753,0.25831184,0.23520889,0.31791672,0.31478473,0.31715862,2.84977156,0.63489467,0.47191819,-0.50079859,2.168,177.454,302.238,14.38744754,9.019995738,3.919395486,0.273373428,0.226285301,0.215540468,0.210393436,0.198649186,0.190552411,0.17741821,0.170204075,0.168180289,0.165766005,0.160536835,0.158450983,0.154152086,0.152940277,0.145740727,0.144233543,0.14147073,0.140759822,0.140205261,0.138325979,0.137737252,0.136500137,0.135595059,0.135343637,0.135100447,0.134761809,0.13179398,0.130715537,0.130589219,0.12923403
kampo_0634,5.549357247,5281343,"5,7-Dihydroxychromone",C1=COC2=CC(=CC(=C2C1=O)O)O,8.858603222,6.956204274,83.74504459,24.64486687,66.20517608,8.435549456,0.322972229,0.275925499,-0.416676165,0.457680938,0.354359111,3.947519906,1.011585741,1.172917991,-0.300985687,2.4919,108.33,178.143,10.04322713,7.975223912,3.396582444,0.229874489,0.216915034,0.197683153,0.176171097,0.16493213,0.156808631,0.149794781,0.148564128,0.142537452,0.138996998,0.134019513,0.129811125,0.129651238,0.128514882,0.123572735,0.122250883,0.121290041,0.118399242,0.116314235,0.115509454,0.114123984,0.113897811,0.11281843,0.112522645,0.111700642,0.108587065,0.107388316,0.105999576,0.105599966,0.105352985
kampo_2137,5.543352435,7031,Michler's ketone,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C,18.20206416,14.2726647,85.08756614,38.6337357,70.12837929,7.057825533,0.088894336,0.133573982,-0.633218337,0.440863887,0.44592516,4.002203893,0.255010525,0.275748872,-0.363671096,4.7901,210.945,268.36,16.59192278,8.576472138,5.671496621,0.264543266,0.226244344,0.208611482,0.201983478,0.201288245,0.16724086,0.166511256,0.164638865,0.164452046,0.159746961,0.159555797,0.149287154,0.144749222,0.144441877,0.143562651,0.141486743,0.138973817,0.138569409,0.135913885,0.135514209,0.134883595,0.134863585,0.134170558,0.133836559,0.130539782,0.130527855,0.129883624,0.129540391,0.126574267,0.126189334
kampo_2056,5.542717953,5280451,Maleamic acid,C(=CC(=O)O)C(=O)N,9.323068033,0.982525901,76.20463031,47.69651226,53.10409229,9.897655452,0.845213496,0.451280067,-0.91517442,0.767992842,1.158290038,4.497204065,1.634362728,1.303637622,-0.467942233,4.6782,79.772,115.088,8.186621754,5.823726817,4.708655803,0.21167157,0.184716552,0.157277217,0.152648451,0.144304309,0.136612022,0.12886764,0.12283805,0.119124199,0.118472183,0.115110564,0.112798069,0.111244605,0.109955358,0.108363495,0.106022053,0.104468101,0.10399767,0.102015833,0.101938877,0.101217648,0.100872548,0.099244747,0.096595025,0.095530145,0.09402296,0.093665408,0.093295766,0.092637196,0.09220584
kampo_1671,5.540931104,3564,Harmaline,CC1=NCCC2=C1NC3=C2C=CC(=C3)OC,11.9458925,12.01773857,87.35684589,35.61662436,65.19184352,7.154134323,0.263109363,0.260008152,-0.821406293,0.31459516,0.295757311,3.202177418,0.945380997,0.64604816,-0.320293089,3.1115,165.011,214.268,12.64897745,8.000900112,5.128508081,0.230606033,0.223049986,0.204524072,0.177330118,0.163201358,0.154712544,0.153289595,0.141691226,0.140712286,0.136675505,0.133185941,0.131877407,0.1303628,0.129528645,0.128170621,0.12623075,0.125159578,0.12442144,0.122231457,0.120892671,0.120367361,0.11935738,0.118587387,0.116851097,0.114988789,0.113174662,0.113013505,0.112504922,0.111951995,0.111130868
kampo_2687,5.537663073,10774324,Suspenolic acid,CC(=O)OC1CCC(=CC(=O)O)CC1,5.39700258,0.021060186,84.64252971,31.82500928,62.58451162,9.531409079,0.585404311,0.410299648,-0.87435762,0.457661754,0.428074472,4.010782623,3.776943807,1.361694657,-0.287428813,1.1737,139.809,198.218,13.49217028,6.258014145,6.053257506,0.201263938,0.17666596,0.161069501,0.144946442,0.133274692,0.129310902,0.128213347,0.124078716,0.12053566,0.118900409,0.115784964,0.114345828,0.112659554,0.111524993,0.11040696,0.107603245,0.106914137,0.105455197,0.104389582,0.102848915,0.102610409,0.102146089,0.10194927,0.100926505,0.100444971,0.099250658,0.09753243,0.097429802,0.096679074,0.096609957
kampo_0705,5.537005449,71378875,"6-Hydroxy-1,2,3,7-tetramethoxy-9H-xanthen-9-one",COC1=C(C=C2C(=C1)C(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)O,19.73560697,17.39105986,88.09365082,36.40524322,64.50065863,7.7578999,0.32182993,0.322763,-0.0987079,0.22133291,0.22424258,3.59477963,0.33708224,0.32537253,-0.33439298,1.343,225.456,332.308,14.86754969,9.195261657,5.997270393,0.25880587,0.227484702,0.208302956,0.189922701,0.183291176,0.177075771,0.172753343,0.16697836,0.162501219,0.159657694,0.156845523,0.153950366,0.153050292,0.148960257,0.145968354,0.143278792,0.14106959,0.140368608,0.139070453,0.138777096,0.137072676,0.135768108,0.134723682,0.132467877,0.131980097,0.130986063,0.130541486,0.129959583,0.129130564,0.125601316
kampo_0386,5.536265778,58,2-Oxobutanoic acid,CCC(=O)C(=O)O,7.488468016,0.073500225,71.34154373,25.96510963,43.06663303,9.923021383,0.763847436,0.363583341,-0.387084665,0.592368286,0.59400081,3.067885963,0.467574204,0.324378113,-0.247551283,1.3805,73.85,102.089,7.051026257,6.488364838,4.925125231,0.312022216,0.190850621,0.13724952,0.13212134,0.127388535,0.125385561,0.122715949,0.117012438,0.108773685,0.108172427,0.104500852,0.101485751,0.100255652,0.098990299,0.096935858,0.093701392,0.092300308,0.092059839,0.08955117,0.089267383,0.087913634,0.087528118,0.087113326,0.087033717,0.085374495,0.083074418,0.082100458,0.081595352,0.080370347,0.080242654
kampo_0728,5.535012427,5466139,"7,8,4'-Trihydroxyisoflavone",C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3O)O)O,23.93161843,31.6314328,91.01770034,42.78960844,78.73382941,7.782487388,0.316322079,0.302594183,-0.315107842,0.614291399,0.350915287,3.583106847,1.702089546,0.808962785,-0.440275803,3.0828,161.306,270.24,15.07931293,7.609334741,4.355007785,0.252518876,0.216802168,0.202691746,0.197207541,0.191343615,0.183796501,0.172063732,0.167042512,0.163682195,0.161556108,0.155804497,0.153671205,0.150827288,0.149974504,0.146942134,0.146194556,0.140849038,0.140061907,0.139464179,0.137735355,0.136386574,0.13556381,0.134647493,0.133919006,0.132247143,0.130681373,0.13016935,0.129392889,0.127001867,0.125749783
kampo_0708,5.530271022,186059,6-Hydroxytremetone,CC(=C)C1CC2=CC(=C(C=C2O1)O)C(=O)C,13.40891804,18.71197001,85.59839776,38.13249551,66.69918263,8.035911132,0.299003746,0.28471574,-0.879162566,0.301755268,0.303951359,3.804671761,0.674616799,0.448870696,-0.308299623,4.1093,162.27,218.252,13.46845592,7.659115642,4.960741883,0.251117473,0.206645727,0.185010453,0.160958022,0.151437138,0.147865561,0.145715243,0.139586823,0.137589433,0.135424284,0.132137053,0.131209489,0.130339012,0.129878564,0.128249522,0.124940653,0.122791292,0.122523494,0.121610118,0.120140324,0.119071717,0.118777542,0.1185129,0.116737877,0.11521401,0.114100545,0.113633781,0.113083795,0.111864331,0.111529968
kampo_1672,5.526946631,5281404,Harman,CC1=NC=CC2=C1NC3=CC=CC=C23,10.80805551,8.440923915,85.43031972,39.20099743,72.28850358,7.73291983,0.103729991,0.093264722,-0.737307596,0.190133161,0.188358052,3.866313547,0.467697525,0.343808345,-0.274474663,2.7608,145.096,182.226,11.092811,7.855267266,4.139260729,0.223893964,0.200795149,0.195882549,0.177031883,0.166372741,0.165109137,0.161550889,0.151588649,0.146290797,0.140886741,0.14000504,0.136823238,0.13600816,0.132004488,0.12916559,0.128700129,0.127450231,0.124486493,0.122690354,0.121329774,0.12053566,0.120215426,0.119135552,0.118666192,0.116923509,0.115373522,0.115252518,0.113808369,0.112426501,0.111320146
kampo_0322,5.524801664,2358,"2,4-Dihydroxy-7-methoxy-1,4-benzoxazin-3-one",COC1=CC2=C(C=C1)N(C(=O)C(O2)O)O,10.72840816,18.80088839,86.91734904,27.65789093,69.4709508,7.882528439,0.425077997,0.436425718,-1.192332604,1.830679698,0.757468389,4.006151502,1.820680826,0.971361896,-0.278993702,2.3366,137.777,211.173,11.16760526,6.795782947,5.01720736,0.203940123,0.197917904,0.174046227,0.159141907,0.154009641,0.150265218,0.141847996,0.139227289,0.135264916,0.129513547,0.128746524,0.126291329,0.123672071,0.120748156,0.120092712,0.119239254,0.118666192,0.117263538,0.115958162,0.115417465,0.114002987,0.113241306,0.112518847,0.111768059,0.110599894,0.109422359,0.108470458,0.107525726,0.106634818,0.10531637
kampo_0281,5.523803118,157791,"11H-Benzofuro(3,2-b)(1)benzopyran-11-one, 2-(5,6-dihydro-9-hydroxy-2-methyl-2,6-methano-2H-1-benzoxocin-4-yl)-5a,10a-dihydro-1,3,5a,8-tetrahydroxy-10a-(3-methyl-2-butenyl)-",CC(=CCC12C(=O)C3=C(C=C(C(=C3O)C4=CC5(CC(C4)C6=C(O5)C=C(C=C6)O)C)O)OC1(C7=C(O2)C=C(C=C7)O)O)C,28.96756135,17.01602006,91.52666737,39.41066581,78.15175674,7.4390776,0.34831005,0.28558488,0.32439593,0.4269882,0.39638617,3.55814736,1.10311979,1.05638217,-0.77315811,6.4398,365.35,570.594,17.17778636,9.888495568,9.225600852,0.252665622,0.239532433,0.219852699,0.212910918,0.209332022,0.196371063,0.191548864,0.18974972,0.181488203,0.17880771,0.178284899,0.177667229,0.175873652,0.169204738,0.165100959,0.162731282,0.159395572,0.158145272,0.155938124,0.154121201,0.152879485,0.15212596,0.151545001,0.15043023,0.14932951,0.148343742,0.147675586,0.1470718,0.145776845,0.143994701
kampo_0603,5.522336277,78200726,"5,13,23-Trihydroxy-27-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]-6,22-bis(3-methylbut-2-enyl)-8,10,26,28-tetraoxaheptacyclo[15.11.0.01,9.02,7.011,16.018,27.020,25]octacosa-2(7),3,5,11(16),12,14,20(25),21,23-nonaen-19-one",CC(=CCC1=CC2=C(C=C1O)OC3(C(C2=O)C4C5=C(C=C(C=C5)O)OC6C4(O3)C7=C(O6)C(=C(C=C7)O)CC=C(C)C)C8=CC(=C(C=C8)O)CC=C(C)C)C,35.5156531,14.47001898,92.57113553,41.12644826,77.20964237,7.46683418,0.35310544,0.30746525,0.12109929,0.33701966,0.3270588,3.53991001,0.37237029,0.36332671,-0.74852018,6.6992,548.517,728.838,18.03288635,16.87054052,9.341839514,0.263171746,0.225402908,0.210181176,0.198530872,0.197238659,0.194378572,0.191471844,0.188836015,0.188508521,0.18733959,0.174754906,0.173656334,0.172899701,0.170062243,0.167757088,0.166472449,0.164763647,0.161828009,0.161543059,0.160699364,0.1602333,0.159370169,0.158868854,0.156575383,0.156135338,0.154435384,0.152033447,0.151439432,0.1509753,0.150525333
kampo_2316,5.521315567,11066,Oxyberberine,COC1=C(C2=C(C=C1)C=C3C4=CC5=C(C=C4CCN3C2=O)OCO5)OC,21.45077081,31.51956673,91.85772551,41.84329532,75.60575776,6.79163485,0.26652739,0.26364112,-0.31971183,0.30228917,0.307253,3.02699626,0.62398115,0.55119499,-0.42861352,4.0852,244.359,351.358,16.80880122,8.693896521,5.560550254,0.252550763,0.238977178,0.210566213,0.206075094,0.193562124,0.180378434,0.177951775,0.173701581,0.170561146,0.168070052,0.167658647,0.163770656,0.162150768,0.158783086,0.15633794,0.151528927,0.147499152,0.145740727,0.141115376,0.138603981,0.137089588,0.136141478,0.135045713,0.13345077,0.132462612,0.130732626,0.13010838,0.129584035,0.12899564,0.128203485
kampo_1688,5.520651682,72281,Hesperetin,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,17.58386052,12.48371951,89.07133234,33.88097804,75.27500349,7.86615996,0.33155242,0.36072561,-0.32517335,0.3037621,0.3004244,3.78135729,0.99585212,0.8896016,-0.50796406,1.5425,193.939,302.282,15.78933014,8.311227708,5.670336511,0.23927452,0.222088969,0.200980786,0.19308374,0.1848463,0.16896744,0.161077285,0.159568527,0.153720812,0.148152538,0.14461316,0.143256214,0.14192651,0.141500757,0.139569289,0.138186441,0.136453572,0.135589543,0.132452085,0.132173729,0.1309089,0.129073895,0.128723322,0.127715552,0.126696145,0.125082867,0.123786888,0.122866726,0.122639195,0.122336131
kampo_0320,5.519305818,28495,"2,4-Dihydroxy-2H-1,4-benzoxazin-3(4H)-one",C1=CC=C2C(=C1)N(C(=O)C(O2)O)O,13.62705002,13.18533777,87.94493121,21.92975607,69.34712143,8.366144263,0.389161436,0.400203306,-0.976043522,1.827069669,0.573869078,4.067978513,1.779456406,0.884785556,-0.242710963,2.3445,107.052,181.147,9.759382579,7.427450152,4.462798133,0.202889141,0.188426824,0.175453987,0.158135269,0.152888835,0.148029724,0.139954095,0.133938736,0.131651702,0.128807883,0.125846316,0.123664424,0.123034523,0.121707804,0.118459552,0.117533673,0.116631677,0.115893656,0.11442695,0.114174802,0.113117054,0.11245558,0.110755463,0.10829543,0.107583566,0.106861582,0.105370747,0.104225293,0.103646276,0.103503597
kampo_2444,5.517983703,13752000,Procyanidin T2,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C(C(=CC(=C34)O)O)C5C(C(OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O,23.48731515,6.315570369,92.11561797,44.73831285,81.74362486,7.20042461,0.61439553,0.4728499,-1.40972218,1.01934337,0.95505195,4.37820745,2.2285828,0.89738585,-1.45102902,3.2733,549.863,866.781,19.79553316,13.14828674,10.35731458,0.193262857,0.192904956,0.191252128,0.190494333,0.189300723,0.188778978,0.175561798,0.171656138,0.170267831,0.167076003,0.166333999,0.164400677,0.164060834,0.163275969,0.162311313,0.16161355,0.159306697,0.158571587,0.157863164,0.156971086,0.156619524,0.155891936,0.15490187,0.153855622,0.153012822,0.152357736,0.151887967,0.151814179,0.150861419,0.150724987
kampo_2240,5.515848694,936,Nicotinamide,C1=CC(=CN=C1)C(=O)N,15.57085811,0.706146179,80.22224619,8.89758993,62.63191748,9.694709556,0.548986414,0.471422792,-0.762269879,0.391682834,0.439155199,4.716681161,1.483143691,0.945599909,-0.319797957,1.9194,90.399,122.127,9.297864434,6.527984782,3.686688883,0.211783642,0.199497267,0.187853399,0.176478893,0.159769931,0.151519743,0.145196887,0.138318326,0.135525228,0.132819764,0.129320936,0.122452978,0.118746512,0.118257826,0.115663097,0.112473288,0.11090163,0.108776052,0.107396389,0.105606657,0.105237679,0.104153647,0.103870204,0.102984491,0.102825649,0.100504533,0.099793428,0.099493578,0.098684535,0.098169145
kampo_0373,5.514520299,332,2-Methoxy-4-vinylphenol,COC1=C(C=CC(=C1)C=C)O,8.579086943,22.81862708,83.98590642,37.68513565,63.61492748,7.531314021,0.256980547,0.264816744,-1.376437305,0.269919596,0.302197175,3.585908763,2.499558623,1.070115758,-0.289810891,0.4431,116.287,150.177,10.56763247,7.813619342,4.149092668,0.200040008,0.194091844,0.15938287,0.148431818,0.144318887,0.138707798,0.132559188,0.131847848,0.130927754,0.125901771,0.12356052,0.121764119,0.119840851,0.119115685,0.119003701,0.117324073,0.116541967,0.115510789,0.114223055,0.113381256,0.112489735,0.108314198,0.107368715,0.106858156,0.106289128,0.105678083,0.104488841,0.104018224,0.10266308,0.102267265
kampo_0326,5.510752614,3469,"2,5-Dihydroxybenzoic acid",C1=CC(=C(C=C1O)C(=O)O)O,8.558172598,2.915826299,80.22418723,33.03990469,67.94286776,8.11015961,0.333237144,0.32865541,-0.603915736,0.36040896,0.36533728,3.364281019,0.366294454,0.370119586,-0.320045496,1.2405,101.31,154.121,9.384295208,7.453313265,3.393872029,0.229331499,0.186891435,0.173232166,0.155928398,0.139171097,0.138611666,0.137534556,0.133287127,0.127482726,0.124975005,0.123026955,0.122249389,0.121744847,0.116387337,0.114445284,0.112842618,0.11170189,0.110335088,0.108015857,0.107050335,0.105982725,0.105460758,0.105223284,0.103765656,0.103531458,0.102354145,0.102153394,0.100943825,0.100446989,0.099829292
kampo_2103,5.510424037,8499,Methyl 4-methoxybenzoate,COC1=CC=C(C=C1)C(=O)OC,16.24386926,13.75659978,83.33778714,39.52562747,67.28496878,8.473373127,0.264820417,0.25500707,-1.031404601,0.353981967,0.355870954,4.053372111,0.460559181,0.4657967,-0.214011603,1.7072,126.974,166.176,12.31478236,6.624362178,4.144096491,0.19054515,0.187846342,0.182059825,0.150084798,0.139807345,0.134716422,0.132795071,0.130118538,0.126563054,0.12435027,0.122521993,0.119822184,0.116521597,0.116436123,0.114622377,0.11266717,0.112401227,0.112047329,0.109774304,0.109123845,0.108300121,0.105636779,0.105038707,0.102969645,0.101239167,0.100816615,0.100253642,0.099453998,0.098419385,0.097833956
kampo_2299,5.507148221,11142766,Ophiopogonone C,CC1=C(C(=C2C(=C1O)C(=O)C(=CO2)CC3=CC4=C(C=C3)OCO4)C=O)O,30.96645839,30.14490177,89.66850881,25.87694305,76.53455914,7.78773894,0.28812258,0.33452604,0.12371018,0.41495087,0.31051859,3.6491755,0.34953808,0.32884466,-0.4483804,2.3382,236.431,354.314,9.990858251,9.07063905,8.351746978,0.275641556,0.225937641,0.223503643,0.211747766,0.204361065,0.193847287,0.189093109,0.180684795,0.179681604,0.176019151,0.174106832,0.173919093,0.17130621,0.165057357,0.16200891,0.155717155,0.155236114,0.15334601,0.150749981,0.148931417,0.145687646,0.143252109,0.142401458,0.139536182,0.13870395,0.137451377,0.136459158,0.134028494,0.132205182,0.129893747
kampo_1365,5.505035591,98914,Deoxyshikonin,CC(=CCCC1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)C,18.38167176,10.75189942,89.55010729,30.29697753,64.67301355,8.101613152,0.331243557,0.323384721,1.269861859,0.300543644,0.330031089,2.325272793,0.768709307,0.910142698,-0.381663091,1.9159,188.679,272.3,13.54673302,7.713852203,6.948131305,0.345721694,0.30892802,0.284228178,0.239148631,0.233388569,0.189915488,0.185877061,0.179904651,0.164695807,0.159767379,0.157718756,0.15562749,0.151363788,0.14720603,0.146795455,0.146644768,0.144027884,0.141681189,0.1397253,0.138740514,0.13772018,0.136969415,0.136237926,0.135091322,0.13376137,0.133333333,0.13048868,0.130082993,0.126459021,0.125898601
kampo_2445,5.504222423,71623698,Prodelphinidin C2,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C(C(=CC(=C34)O)O)C5C(C(OC6=CC(=CC(=C56)O)O)C7=CC(=C(C(=C7)O)O)O)O)C8=CC(=C(C(=C8)O)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O,22.25901151,2.165916424,92.51939317,44.11692921,80.05154808,7.23716055,0.44506964,0.40665315,-1.26750579,1.03122261,1.23653559,5.34076582,1.63979091,1.69660176,-1.45602659,8.2712,545.28,898.779,16.67278887,14.38479122,11.06846825,0.192923564,0.191186311,0.190128527,0.189695728,0.188185702,0.187269425,0.177041286,0.172200028,0.170604794,0.169528879,0.169370956,0.16841538,0.168350168,0.16643089,0.165582104,0.164847845,0.163982815,0.162980589,0.16262278,0.162213895,0.1614961,0.161030596,0.160880337,0.160251274,0.159306697,0.158037803,0.157753589,0.157440645,0.155823919,0.154990701
kampo_2838,5.500006925,65090,Xanthotoxol,C1=CC(=O)OC2=C(C3=C(C=CO3)C=C21)O,19.86103528,27.37403272,85.70851938,59.43718022,66.05568416,8.094376251,0.318719041,0.299823097,-0.141420791,0.289148657,0.297664258,3.666878985,0.561734768,0.714478982,-0.392106455,6.7256,129.77,202.165,11.44227437,7.952147741,3.397004738,0.232633881,0.207921821,0.206092082,0.182332027,0.175070028,0.155209611,0.15187874,0.14616464,0.14537842,0.144302227,0.139744826,0.136729699,0.134652932,0.132643587,0.130597746,0.130193076,0.126312067,0.126092274,0.123545255,0.120851763,0.11955859,0.118031703,0.116087391,0.1159259,0.114392917,0.113986094,0.113576994,0.111898128,0.111414406,0.10976346
kampo_0051,5.495935195,12310493,(-)-Hinokiresinol,C=CC(C=CC1=CC=C(C=C1)O)C2=CC=C(C=C2)O,14.50198324,21.08346514,88.22418679,41.02617118,73.29748716,7.670705198,0.44080522,0.320824683,-1.223926208,0.345340923,0.347066509,4.005071796,2.426076079,1.555048214,-0.359545718,1.5103,198.764,252.313,13.85259466,8.178534617,7.31948671,0.194367237,0.189587836,0.18769121,0.169290672,0.1575076,0.155057992,0.150875075,0.149976754,0.148756397,0.146277957,0.145923624,0.144891838,0.144015438,0.141179128,0.140486928,0.138769393,0.137194913,0.136056273,0.134960052,0.133840141,0.132028888,0.130950043,0.129412983,0.128605785,0.126998641,0.126900332,0.126468617,0.125637611,0.125137651,0.125054711
kampo_1445,5.49352881,13250,Ethyl gallate,CCOC(=O)C1=CC(=C(C(=C1)O)O)O,17.67752763,18.1116035,84.68636524,34.62250437,61.60493757,8.245413845,0.338212321,0.331248673,-0.962493097,0.417530345,0.423285662,3.833907015,0.489675849,0.509870928,-0.34050961,4.63,131.856,198.174,12.0326345,7.887690646,4.912407977,0.200541462,0.192082365,0.188536953,0.15536394,0.149387511,0.147581871,0.140866895,0.135178977,0.127216752,0.126441432,0.124071018,0.12318305,0.120128778,0.119414392,0.119195194,0.117080938,0.11653246,0.114765763,0.112620222,0.109939643,0.109708067,0.109313511,0.107223658,0.106859298,0.106509884,0.1050365,0.102165917,0.101214575,0.101069313,0.099331499
kampo_1984,5.490926894,86278258,Licoricesaponin E2,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC8(CC7OC8=O)C)C)C)C)C,4.031926759,4.950201994,89.44532683,35.29698498,64.91845454,8.37278061,0.23152533,0.18390608,-0.378465,0.49749272,0.46856933,3.4149522,0.6297126,0.5084876,-0.95165928,5.4405,551.959,820.926,21.82693228,10.17561435,8.786329339,0.27605245,0.183439117,0.177185584,0.175985076,0.175947919,0.159035608,0.152257986,0.14859945,0.143192623,0.138276248,0.135089497,0.134778155,0.134669252,0.133890317,0.133107937,0.130531262,0.130463144,0.127865792,0.126725045,0.126401476,0.126302494,0.125768762,0.125283454,0.124605934,0.123528467,0.122755116,0.12220457,0.121604203,0.121428485,0.121247393
kampo_0441,5.490803003,150893,"3,3',4',5,6,7,8-Heptamethoxyflavone",COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC)OC,25.48434,22.83705598,87.21577369,53.70399633,59.52598148,7.3636,0.46299979,0.53054728,0.0747497,0.33095215,0.31105601,3.20707349,1.24008744,0.88303667,-0.50195505,3.8523,299.993,432.425,16.889454,10.87159715,6.354955161,0.263942777,0.23551578,0.221131308,0.204194148,0.194329466,0.185804534,0.182878879,0.175079223,0.172425685,0.169419737,0.166170923,0.16197742,0.160169139,0.159210317,0.157676479,0.155877356,0.152525052,0.148674566,0.146905437,0.145736479,0.145253831,0.143793857,0.141928525,0.140986056,0.14023672,0.139403909,0.136223079,0.135042066,0.134397764,0.133028255
kampo_2777,5.489341248,12444597,Umtatin,CC(=C)C1CC2=C(O1)C=C3C(=C2O)C(=O)C=C(O3)CO,12.85313907,16.13498721,88.93677892,18.3947834,67.24373889,8.09778266,0.746566846,0.594470336,-0.315052631,0.523505299,0.421010333,4.029179736,1.038492876,1.328460013,-0.375814658,3.7507,194.027,274.272,14.1494771,7.554146731,6.112683734,0.229694965,0.219240551,0.205216606,0.180890706,0.174346636,0.163307966,0.152532032,0.150609214,0.150073536,0.147610191,0.147284082,0.145427047,0.143192623,0.139025984,0.134723682,0.134556904,0.133596965,0.13167077,0.127396649,0.124526798,0.122318174,0.121561334,0.120876597,0.120257351,0.11912278,0.118694362,0.118271812,0.117098761,0.116879777,0.116671139
kampo_1778,5.487877616,736186,Isoferulic acid,COC1=C(C=C(C=C1)C=CC(=O)O)O,13.77178262,15.23626821,86.66204652,27.06298951,68.05644223,7.772468597,0.270237475,0.265380774,-0.17967913,0.34524914,0.34775794,3.151413284,0.571965315,0.579620504,-0.423458316,2.3066,137.383,194.186,13.34271949,7.748457397,4.174670959,0.228702115,0.202856216,0.201073734,0.171112746,0.15511331,0.148564128,0.140502719,0.140042293,0.14000112,0.135151572,0.132930996,0.130027176,0.127647081,0.125087561,0.124588857,0.122098631,0.120733577,0.120019203,0.119067464,0.118452536,0.117113846,0.115846665,0.115231269,0.114328833,0.112480878,0.11227755,0.111846815,0.110996415,0.110221987,0.10776675
kampo_2404,5.487591236,68071,Pinocembrin,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,7.906658989,8.877230473,90.37701056,24.56660082,77.25580062,8.313587659,0.367790107,0.347879083,-0.327302805,0.295270152,0.292752128,3.777222202,1.001536229,0.88761101,-0.331977819,1.7468,181.397,256.257,13.59151148,8.258061645,5.443287587,0.238452917,0.222158043,0.200569618,0.177806227,0.162472177,0.158846142,0.154459238,0.153839054,0.151540408,0.147841514,0.145974746,0.144604795,0.141119359,0.137997654,0.137309826,0.136787678,0.136416343,0.133235627,0.131343911,0.129057237,0.128574367,0.127751447,0.126900332,0.126726651,0.126035063,0.125065659,0.124571784,0.123739405,0.121234164,0.120580717
