comp_name,ChEMBL ID,Smiles,IC50(nM),IC50(M),pIC50,rUV,rex,rorb,rIR,rfreq,IPv,C-S0,S0-C,EAv,A-S0,S0-A,STv,T1-S0,S0-T1,Esolv,mu,T_mu,Vmol,B1,B2,B3,ca_B1,ca_B2,ca_B3,an_B1,an_B2,an_B3,tri_B1,tri_B2,tri_B3,MW,nuclear_repulsion_energy,E0,dE1,dE2,dE3,dE4,dE5,dE6,dE7,dE8,dE9,dE10,dE11,dE12,dE13,dE14,dE15,dE16,dE17,dE18,dE19,dE20,dE21,dE22,dE23,dE24,dE25,dE26,dE27,dE28,dE29,dE30,1/dE1,1/dE2,1/dE3,1/dE4,1/dE5,1/dE6,1/dE7,1/dE8,1/dE9,1/dE10,1/dE11,1/dE12,1/dE13,1/dE14,1/dE15,1/dE16,1/dE17,1/dE18,1/dE19,1/dE20,1/dE21,1/dE22,1/dE23,1/dE24,1/dE25,1/dE26,1/dE27,1/dE28,1/dE29,1/dE30
comp_244,CHEMBL3910543,COc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1Cc1cn(CC(=O)Nc2ccc(C)cc2)nn1,15000,1.50E-05,4.823908741,36.74652293,37.67925851,93.00675172,38.53953671,83.7501168,6.96394823,0.25474638,0.24600104,-0.73227957,0.64191837,0.42297295,3.82169188,0.71165853,0.69272756,-0.55631447,4.9011,5.228,389.596,14.0293162,11.56387541,10.6487315,14.13382355,11.33130318,10.6259127,14.34012951,14.17596902,9.098816744,13.97136819,12.63807587,9.736202224,554.654,5045.380721,-1791.962384,4.6061,4.8264,5.0921,5.2147,5.221,5.2788,5.3292,5.4172,5.4247,5.4868,5.7376,5.7689,5.7795,5.8498,5.8728,5.8778,5.9817,6.0452,6.0613,6.1559,6.2253,6.279,6.346,6.37,6.3807,6.427,6.4463,6.577,6.5997,6.6318,0.217103406,0.207193768,0.196382632,0.191765586,0.191534189,0.189436993,0.187645425,0.184597209,0.184341991,0.182255595,0.174288901,0.173343272,0.173025348,0.170946015,0.170276529,0.170131682,0.167176555,0.165420499,0.16498111,0.162445784,0.160634829,0.159261029,0.157579578,0.156985871,0.156722617,0.15559359,0.155127748,0.152045005,0.151522039,0.150788625
comp_245,CHEMBL4545982,Fc1cccc(CSc2nc(-c3ccc(Br)cc3)cc(-c3cccc(Br)c3)n2)c1,19000,1.90E-05,4.721246399,49.70913444,37.40690137,90.83523656,23.05883886,85.03929359,8.20720059,0.28179004,0.14243652,0.72776309,0.23151091,0.28880041,3.82123583,0.5582655,0.54447796,-0.31452732,1.1185,0.8687,306.279,14.21096417,13.30119152,7.400269852,14.0140322,13.72852164,7.75371292,14.83662729,13.43058389,7.31461425,14.51152518,13.87375235,7.096082133,530.2534032,3529.209722,-6636.140993,4.2528,4.3602,4.866,4.9799,5.1059,5.1416,5.1896,5.2158,5.4134,5.4417,5.5093,5.5951,5.6843,5.8124,5.8587,5.9537,5.9996,6.0382,6.095,6.2023,6.2286,6.3268,6.392,6.4312,6.4522,6.4608,6.5228,6.5512,6.561,6.5926,0.235139202,0.229347278,0.205507604,0.200807245,0.195851858,0.194491987,0.192693078,0.191725143,0.184726789,0.183766103,0.181511263,0.178727815,0.175923157,0.172045971,0.17068633,0.167962779,0.166677779,0.165612269,0.164068909,0.161230511,0.160549722,0.158057786,0.156445557,0.155491977,0.154985896,0.154779594,0.153308395,0.15264379,0.15241579,0.151685223
comp_247,CHEMBL4591646,Cc1cc(C)cc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)c1,90,9.00E-08,7.045757491,43.11966463,57.50471806,95.80845879,35.45324925,88.05236778,7.73310198,0.76698121,0.66019654,0.86917811,0.4003987,0.38622395,2.98567581,2.83901288,0.88526852,-0.54787117,4.7226,6.1101,362.06,16.38874246,15.7814346,8.130598036,16.82595996,15.65012804,7.788828202,17.64756847,15.57222986,7.797725257,18.03821479,13.9470995,8.88337321,513.5434032,3841.470742,-2041.558828,4.0353,4.2857,4.4081,4.4825,4.6161,4.7351,4.8076,4.9148,4.9606,5.0419,5.0775,5.1899,5.2341,5.279,5.3198,5.4922,5.6347,5.7912,6.0013,6.0116,6.0522,6.0633,6.1511,6.2101,6.2247,6.3226,6.3582,6.389,6.409,6.4524,0.24781305,0.233334111,0.226855108,0.223089794,0.216633089,0.211188782,0.208003994,0.203467079,0.201588518,0.198337928,0.196947317,0.19268194,0.191054814,0.189429816,0.187976992,0.182076399,0.177471738,0.172675784,0.166630563,0.166345066,0.165229173,0.16492669,0.162572548,0.161028003,0.160650312,0.158162781,0.157277217,0.156519017,0.156030582,0.154981092
comp_248,CHEMBL260553,CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,1700,1.70E-06,5.769551079,20.85675314,15.72387992,89.86034317,27.44343051,67.63674242,7.52157944,0.45271131,0.38140026,-0.4129095,0.24678771,0.22950845,3.79169747,0.5300017,0.42328506,-0.46935954,1.6683,1.0774,281.035,16.10941822,10.25085773,6.70947311,16.69020154,10.49402955,6.465596777,16.11196048,10.32742563,6.674439137,15.88826288,10.75347772,6.572616682,396.439,2710.447496,-1341.717984,3.8114,4.479,4.9395,5.0666,5.436,5.6165,5.9336,5.976,6.1053,6.2467,6.397,6.4623,6.4835,6.5461,6.6567,6.7694,6.806,6.853,6.9307,7.0199,7.0481,7.1045,7.1815,7.2363,7.3023,7.3421,7.3619,7.3913,7.4735,7.4995,0.262370782,0.223264121,0.202449641,0.197371018,0.183958793,0.178046826,0.168531751,0.167336011,0.163792115,0.160084525,0.156323277,0.154743667,0.15423768,0.152762714,0.150224586,0.14772358,0.14692918,0.145921494,0.14428557,0.142452172,0.141882209,0.140755859,0.139246675,0.13819217,0.136943155,0.136200814,0.135834499,0.135294197,0.133806115,0.133342223
comp_249,CHEMBL3622692,FC(F)(F)c1ccc(-c2[nH]c3ccccc3c2-c2nc(-c3ccccc3)c(-c3ccccc3)n2-c2ccccc2)cc1,8300,8.30E-06,5.080921908,44.95328299,43.93008061,92.8714229,31.84267668,80.95369403,6.81235385,0.27468089,0.28058296,-0.03141292,0.34181152,0.37103395,3.38852542,0.80137211,0.75155013,-0.46358074,3.9018,3.2428,371.067,13.19823897,13.06659541,10.1431299,13.44528776,13.20435333,9.722305192,13.4745186,12.76618403,10.23559458,13.74697316,12.83042195,9.771576293,555.6042095,4771.902379,-1849.437579,4.0061,4.5044,4.7346,4.8099,4.9061,4.9841,5.0718,5.2509,5.3073,5.3734,5.4268,5.4688,5.5539,5.5754,5.635,5.7582,5.7816,5.8497,5.9095,5.9604,5.9833,6.0634,6.1068,6.1468,6.1673,6.1829,6.2159,6.2604,6.2692,6.3038,0.249619331,0.222005151,0.211211084,0.20790453,0.203827888,0.200638029,0.197168658,0.190443543,0.188419724,0.186101909,0.184270657,0.182855471,0.180053656,0.179359328,0.177462289,0.173665382,0.172962502,0.170948938,0.169219054,0.167773975,0.16713185,0.16492397,0.163751883,0.162686276,0.162145509,0.161736402,0.160877749,0.159734202,0.159509985,0.158634474
comp_250,CHEMBL4447344,Cc1cccc2nc(-c3ccc(O)cc3O)[nH]c12,5300,5.30E-06,5.27572413,12.89184134,10.87036421,89.3113441,31.90722093,79.26756464,7.458090581,0.227717049,0.22020869,-0.596610426,0.294052868,0.242745739,3.700642013,0.544069115,0.485818527,-0.392777642,2.8491,2.8674,171.246,13.81990232,8.298709402,4.158127951,13.91221115,8.26783114,4.158444375,13.80646441,8.328928182,4.131847036,13.79428783,8.340246895,4.149649176,240.262,1216.870911,-800.4016997,4.4335,5.083,5.3154,5.7819,5.9712,6.2421,6.3708,6.4734,6.5703,6.9011,7.0213,7.0657,7.3224,7.3645,7.4865,7.5675,7.6633,7.709,7.7514,7.76,7.8291,7.9285,7.9889,8.0396,8.048,8.0846,8.1327,8.2214,8.3331,8.3707,0.22555543,0.196734212,0.188132596,0.172953527,0.167470525,0.160202496,0.156966158,0.154478327,0.152200052,0.144904436,0.142423768,0.141528794,0.136567246,0.135786544,0.133573766,0.132144037,0.130492086,0.129718511,0.129008953,0.128865979,0.127728602,0.126127262,0.125173678,0.124384298,0.124254473,0.123691958,0.122960394,0.121633785,0.12000336,0.119464322
comp_251,CHEMBL4439784,Cc1cccc2nc(-c3ccc(O)cc3)[nH]c12,5300,5.30E-06,5.27572413,22.78940416,10.87181831,90.80916089,38.00238731,80.96533113,7.473834648,0.241165188,0.254454605,-0.730798588,0.285957242,0.266109729,3.806293482,0.654861504,0.661415382,-0.416866043,2.4416,1.6355,172.626,13.69262517,8.329294393,4.148988879,13.59653528,8.382838698,4.155461512,13.74831507,8.322218912,4.127023537,13.62962399,8.356329671,4.139696689,224.263,1077.527958,-725.18885,4.6772,5.0627,5.1801,5.8004,5.8345,6.2822,6.3783,6.4441,6.5734,6.7967,6.9812,6.9911,7.2328,7.2791,7.3739,7.4126,7.5828,7.6184,7.6488,7.797,7.8085,7.8258,8.0838,8.1794,8.2602,8.2745,8.3802,8.4041,8.4519,8.4779,0.21380313,0.197523061,0.193046466,0.172401903,0.171394293,0.159179905,0.156781588,0.155180708,0.152128275,0.147130225,0.14324185,0.143039007,0.138259042,0.137379621,0.135613447,0.134905431,0.131877407,0.131261157,0.130739462,0.128254457,0.12806557,0.127782463,0.123704199,0.122258356,0.121062444,0.120853224,0.119328894,0.118989541,0.118316592,0.117953739
comp_254,CHEMBL4457442,Clc1cc(Cl)cc(Cn2cc(CSc3nc4cc(Cl)ccc4s3)nn2)c1,20000,2.00E-05,4.698970004,14.45968908,18.76947255,87.66735821,45.39788582,80.33920825,8.23118056,0.28462433,0.33410971,-0.34158893,0.5526086,0.85872228,4.06032609,1.58691994,0.83101904,-0.42487364,4.1399,3.6415,265.176,19.24094507,8.373820112,7.649618872,18.40067572,8.688832309,7.719720394,13.88238998,11.71581093,7.12324743,15.39806073,9.198166379,8.541856856,441.773,2705.513652,-3049.894223,4.8542,5.0673,5.1987,5.3289,5.5362,5.6842,5.9142,5.9434,6.0438,6.058,6.1126,6.3106,6.4433,6.4974,6.5592,6.5611,6.629,6.6824,6.7073,6.7385,6.8201,6.8251,6.9226,6.9617,6.9982,7.0297,7.0755,7.1051,7.1192,7.1583,0.206007169,0.197343753,0.192355781,0.187655989,0.180629313,0.175926252,0.169084576,0.168253861,0.165458817,0.165070981,0.163596506,0.158463538,0.155199975,0.153907717,0.152457617,0.152413467,0.150852316,0.149646833,0.149091289,0.148400979,0.146625416,0.146518,0.144454396,0.143643076,0.142893887,0.142253581,0.141332768,0.140743973,0.140465221,0.139697973
comp_255,CHEMBL4463405,Fc1cccc(Cn2cc(CSc3nc4ccccc4s3)nn2)c1,20000,2.00E-05,4.698970004,13.33238956,13.09698307,91.073792,44.28949686,84.32643633,8.15565779,0.36305786,0.41271467,-0.66024443,0.5022541,0.89832789,4.07357704,1.62556146,0.87849924,-0.37765929,3.8494,4.8885,238.181,13.72771429,10.08120228,6.874548238,12.68932217,10.58165284,6.198702923,11.09507584,10.03407904,7.342569282,14.57742583,9.779829667,6.798700947,356.4374032,2154.954116,-1770.399657,4.9419,5.1005,5.2042,5.5638,5.5945,5.7477,5.9454,5.9575,6.071,6.2183,6.4194,6.4371,6.5202,6.6828,6.7299,6.8203,6.8469,6.9686,7.0009,7.0519,7.0659,7.131,7.1515,7.1888,7.2086,7.2597,7.2706,7.3014,7.3411,7.3667,0.202351322,0.19605921,0.192152492,0.179733276,0.178746984,0.173982637,0.168197262,0.167855644,0.164717509,0.160815657,0.155777799,0.155349459,0.153369529,0.149637876,0.148590618,0.146621116,0.146051498,0.143500847,0.142838778,0.141805754,0.141524788,0.140232786,0.139830805,0.139105275,0.138723192,0.137746739,0.137540231,0.136960035,0.136219368,0.135745992
comp_256,CHEMBL3980621,COC(=O)c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2Cc2cn(CC(=O)Nc3cc(Cl)ccc3Cl)nn2)cc1,15000,1.50E-05,4.823908741,26.9234777,30.54281835,94.51067821,41.15543312,87.29074801,7.26222542,0.22827879,0.23553487,-0.11882472,0.26187294,0.58187077,3.90262447,0.70620327,0.82317356,-0.65651299,3.4654,7.8381,443.445,19.20539563,16.74284373,7.62924055,19.79400058,16.0606161,7.492122141,17.93868266,14.13140318,8.36753389,19.48138124,16.82418672,7.582581845,637.521,5383.835317,-2785.109139,4.4579,4.6241,4.938,5.0876,5.1201,5.1407,5.1416,5.3044,5.4158,5.5518,5.6221,5.6828,5.6973,5.8606,5.903,5.9794,6.0178,6.09,6.2428,6.2501,6.2687,6.2975,6.3409,6.373,6.4554,6.5168,6.5383,6.5627,6.579,6.6148,0.224320869,0.216258299,0.202511138,0.196556333,0.195308685,0.194526037,0.194491987,0.188522736,0.184644928,0.180121762,0.177869479,0.175969592,0.175521738,0.170630993,0.169405387,0.16724086,0.166173685,0.164203612,0.160184533,0.15999744,0.159522708,0.158793172,0.157706319,0.156911972,0.154909068,0.153449546,0.152944955,0.152376309,0.151998784,0.15117615
comp_257,CHEMBL3924165,O=C(Cn1cc(Cn2c(-c3ccc(Br)cc3)nc(-c3ccccc3)c2-c2ccccc2)nn1)Nc1ccc(F)cc1,15000,1.50E-05,4.823908741,35.60105936,34.26702884,94.08148275,47.03935027,88.09679516,6.9893595,0.20430046,0.41847905,-0.49947477,0.49467529,0.79444364,3.82798933,0.90616385,0.94335802,-0.72914377,8.7185,7.7802,389.237,18.55006291,15.46372993,7.250679501,19.25560224,11.59215631,7.762318742,17.85853116,15.38202538,6.921022841,18.55095363,15.18386696,7.617468097,607.4874032,4708.197661,-4308.553216,4.509,4.8519,5.0544,5.1291,5.2796,5.3118,5.3252,5.4209,5.6044,5.6377,5.677,5.8188,5.8442,5.9124,5.972,6.0217,6.0273,6.0703,6.1898,6.3152,6.3425,6.4832,6.5486,6.5905,6.6502,6.7095,6.7727,6.782,6.8372,6.8499,0.221778665,0.206104825,0.19784742,0.194965978,0.189408289,0.1882601,0.187786374,0.184471213,0.178431233,0.177377299,0.176149375,0.17185674,0.171109818,0.169136053,0.167448091,0.166066061,0.165911768,0.164736504,0.161556108,0.158348112,0.157666535,0.154244817,0.152704395,0.151733556,0.150371417,0.149042403,0.147651601,0.14744913,0.146258702,0.145987533
comp_258,CHEMBL3968348,Cc1ccccc1NC(=O)Cn1cc(Cn2c(-c3ccc(Br)cc3)nc(-c3ccccc3)c2-c2ccccc2)nn1,15000,1.50E-05,4.823908741,44.48002565,31.95960157,93.83370642,25.80580841,84.73182118,7.25895792,0.24200075,0.24515995,-0.39044737,0.41975797,0.34455166,3.86989209,0.88498117,0.76085221,-0.54297237,2.9564,0.8581,383.06,15.10645829,14.27224458,8.709852091,15.09827657,14.38161612,8.352514891,15.12170896,14.4299891,8.550295516,15.01588259,14.55834613,8.454329231,603.524,5082.411451,-4248.662267,4.6581,4.8528,5.1057,5.127,5.1402,5.2894,5.3359,5.4598,5.5206,5.599,5.7419,5.7939,5.8219,5.872,5.9308,5.9446,6.0254,6.0902,6.1098,6.211,6.3521,6.3761,6.3853,6.4283,6.4845,6.5171,6.5973,6.6448,6.6538,6.6726,0.214679805,0.206066601,0.19585953,0.195045836,0.194544959,0.18905736,0.187409809,0.183156892,0.181139731,0.178603322,0.17415838,0.172595316,0.171765231,0.170299728,0.168611317,0.168219897,0.165964085,0.16419822,0.163671479,0.161004669,0.157428252,0.156835683,0.156609713,0.155562124,0.154213895,0.153442482,0.15157716,0.150493619,0.15029006,0.149866619
comp_259,CHEMBL4572048,Clc1ccccc1CSc1nc(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)n1,19000,1.90E-05,4.721246399,52.4243573,31.05043255,88.89333892,25.24653234,84.07172447,8.16683606,0.10577514,0.1744274,0.70284706,0.20545148,0.23704971,3.77641087,0.54213645,0.51267864,-0.32720383,2.0243,2.5795,306.992,15.74083048,15.69009476,7.747292122,15.4445643,15.13378143,7.408390005,15.81305399,15.47028679,8.008085792,15.87118163,15.68885505,7.706669293,546.705,3527.601811,-6996.503716,4.2375,4.3596,4.9025,5.0164,5.1188,5.1325,5.1778,5.1977,5.4469,5.5431,5.5947,5.6084,5.7952,5.917,5.9907,5.9957,6.0426,6.2007,6.2071,6.2461,6.2571,6.2758,6.421,6.4242,6.4433,6.5185,6.5274,6.573,6.6159,6.6442,0.235988201,0.229378842,0.203977562,0.199346145,0.195358287,0.194836824,0.193132218,0.192392789,0.183590666,0.180404467,0.178740594,0.178303973,0.172556599,0.169004563,0.166925401,0.166786197,0.165491676,0.161272114,0.16110583,0.160099902,0.159818446,0.159342235,0.155738981,0.155661405,0.155199975,0.153409527,0.153200355,0.152137532,0.151151015,0.150507209
comp_261,CHEMBL4545190,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)n3)n2)cc1,2800,2.80E-06,5.552841969,51.16077416,56.09106964,94.94228612,37.93811063,88.12438729,7.62247674,0.302647,0.31193493,0.87239037,0.34529724,0.35884832,2.83554184,0.27205231,0.26746317,-0.52937313,1.9381,2.3063,355.588,17.21233291,12.03454006,7.403015912,17.75556968,11.81562392,7.414349352,18.1589268,11.57282749,7.055944648,18.10726601,11.72748268,7.26811848,531.5998063,4367.411733,-2384.681681,3.2119,4.0009,4.0937,4.1689,4.4856,4.7072,4.8064,4.8765,4.9623,5.05,5.1244,5.2131,5.2361,5.2883,5.3731,5.4496,5.4818,5.5865,5.6155,5.6798,5.6918,5.7124,5.7222,5.8495,5.8727,5.9407,5.9677,6.0215,6.0524,6.1305,0.311342196,0.249943763,0.244277793,0.239871429,0.222935616,0.212440517,0.208055925,0.205065108,0.201519457,0.198019802,0.195144797,0.191824442,0.190981838,0.189096685,0.1861123,0.183499706,0.182421832,0.179002954,0.178078533,0.176062537,0.175691345,0.175057769,0.17475796,0.170954782,0.170279429,0.168330331,0.167568745,0.166071577,0.165223713,0.163118832
comp_263,CHEMBL4466929,COc1cccc(NC(=S)NNC(=O)c2ccc(-c3nnc(-c4ccccc4Cl)o3)cc2)c1,400,4.00E-07,6.397940009,35.12630234,39.89937078,93.7098446,38.73692941,85.49514935,7.98743476,0.53334321,0.38046773,0.6099166,0.40059054,0.38046392,3.69747965,0.73827497,0.6953752,-0.58881474,1.9169,2.1861,330.164,24.16832554,8.882465817,6.105789656,23.65412464,9.009504009,6.728608,24.62169735,9.213279274,5.063346335,24.23326885,8.936827291,6.185369527,479.939,3187.927172,-2244.487871,4.336,4.3883,4.722,4.9176,4.9693,5.0637,5.0896,5.1754,5.2985,5.3342,5.5034,5.5107,5.5495,5.8281,5.9494,5.9582,6.0157,6.1756,6.2032,6.221,6.2413,6.2886,6.3374,6.4175,6.4386,6.4659,6.5326,6.5375,6.562,6.598,0.230627306,0.227878677,0.211774672,0.203351228,0.201235587,0.197484053,0.196479095,0.19322178,0.18873266,0.187469536,0.181705855,0.18146515,0.180196414,0.171582505,0.168084177,0.167835924,0.166231694,0.161927586,0.161207119,0.160745861,0.16022303,0.159017905,0.157793417,0.155823919,0.155313267,0.154657511,0.153078407,0.152963671,0.152392563,0.151561079
comp_264,CHEMBL4547036,O=C(NNC(=S)Nc1ccc(Cl)c(Cl)c1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,400,4.00E-07,6.397940009,34.95652205,43.71760296,92.08099365,26.50869701,87.74740345,8.23324968,0.5256493,0.34555384,0.78484714,0.40881371,0.38468789,3.67921046,0.74429187,0.7005929,-0.63169928,4.6698,5.1063,311.331,23.01616392,9.446397794,6.220346483,22.29404116,9.642288741,6.313403169,23.14367173,9.846593706,5.276027272,23.08242367,9.507204083,6.142526117,518.797,3459.708313,-3049.135764,4.2813,4.384,4.7593,4.8501,4.9644,4.9987,5.0511,5.0654,5.303,5.3063,5.4153,5.4409,5.5635,5.8111,5.8129,5.955,6.0693,6.0923,6.1145,6.1542,6.1693,6.2397,6.2872,6.33,6.3656,6.3912,6.4634,6.5031,6.516,6.5452,0.233573914,0.22810219,0.210114933,0.206181316,0.201434212,0.200052014,0.197976678,0.197417775,0.188572506,0.188455232,0.184661976,0.183793122,0.179742968,0.172084459,0.172031172,0.167926113,0.164763647,0.164141621,0.16354567,0.162490657,0.162092944,0.160264115,0.159053315,0.157977883,0.157094382,0.15646514,0.154717331,0.153772816,0.153468386,0.152783719
comp_265,CHEMBL4443246,Cc1ccc(NC(=S)NNC(=O)c2ccc(-c3nnc(-c4ccccc4Cl)o3)cc2)cc1,400,4.00E-07,6.397940009,34.69259041,30.32137093,93.19093334,51.39548174,84.2441474,7.96158676,0.54491986,0.35444885,0.57867538,0.42642739,0.38234747,3.70909657,0.74725079,0.70306693,-0.57062963,4.5738,4.6701,323.284,22.8742212,7.993391817,7.383078459,23.12808434,8.13596388,6.753755212,23.35612859,9.757246074,4.563984548,23.17070697,8.301324333,6.729881326,463.94,3073.275671,-2169.307844,4.1371,4.5212,4.6237,4.6397,4.8219,5.0111,5.0585,5.0829,5.25,5.4925,5.501,5.6703,5.7521,5.8815,5.943,5.9629,5.9845,6.1616,6.2296,6.2325,6.2656,6.295,6.3208,6.3303,6.4446,6.4522,6.5075,6.5256,6.6167,6.6722,0.241715211,0.221180218,0.216277008,0.215531177,0.20738713,0.199556983,0.197687061,0.196738083,0.19047619,0.182066454,0.18178513,0.176357512,0.173849551,0.170024654,0.168265186,0.167703634,0.167098337,0.162295508,0.16052395,0.160449258,0.159601634,0.158856235,0.158207822,0.157970396,0.155168668,0.154985896,0.153668844,0.153242614,0.15113274,0.149875603
comp_266,CHEMBL4526013,COc1ccc(NC(=S)NNC(=O)c2ccc(-c3nnc(-c4ccccc4Cl)o3)cc2)cc1,400,4.00E-07,6.397940009,28.21033738,34.44519698,93.19592814,48.68082465,88.27277112,7.52587416,0.49328835,0.53020524,0.83870451,0.30511939,0.45053007,3.71475075,0.69080048,0.77871596,-0.79501371,8.1836,11.4374,319.334,22.9774854,8.46223248,7.650142689,23.30524198,9.631403177,7.032512653,21.92504402,10.98619858,5.758649623,22.1890905,10.17353764,6.317048485,479.939,3204.27087,-2244.48115,3.9813,4.2515,4.4605,4.5182,4.6925,4.8919,5.0217,5.073,5.1053,5.1063,5.4362,5.4726,5.5358,5.692,5.7572,5.7715,5.9329,5.9641,5.9832,6.0146,6.0587,6.1608,6.2108,6.2954,6.3229,6.3565,6.415,6.4367,6.4724,6.5101,0.25117424,0.235211102,0.224190113,0.221327077,0.21310602,0.204419551,0.199135751,0.197122019,0.195874875,0.195836516,0.183952025,0.182728502,0.180642364,0.175685172,0.173695546,0.173265182,0.168551636,0.167669892,0.167134644,0.166262096,0.165051909,0.162316582,0.161009854,0.158846142,0.158155277,0.157319279,0.155884645,0.155359113,0.154502194,0.153607471
comp_267,CHEMBL4543754,Cc1cs/c(=N\C(=O)c2ccccc2Cl)n1-c1cc(Cl)c(Cl)cc1Cl,100,1.00E-07,7,5.968695367,21.20991267,89.38351184,31.56138946,80.4865374,7.89446919,0.33914756,0.27804825,-0.0355596,0.22149563,0.30797518,3.63509544,1.3064167,0.41413482,-0.3601286,3.4839,5.8993,263.432,13.09775105,10.65478332,7.088134289,12.95426377,10.6002419,7.199173977,13.45733297,10.01046837,7.836882163,12.99307272,10.723475,7.421802163,432.14,2985.097654,-3077.062975,4.1183,4.4031,4.711,5.0293,5.1053,5.1826,5.2735,5.5847,5.8591,5.8778,6.0432,6.0721,6.0827,6.1491,6.1656,6.3061,6.3195,6.3349,6.4062,6.4184,6.5134,6.5319,6.5975,6.6509,6.6565,6.7023,6.7272,6.7928,6.8336,6.8781,0.242818639,0.227112716,0.212269157,0.198834828,0.195874875,0.192953344,0.189627382,0.179060648,0.170674677,0.170131682,0.165475245,0.16468767,0.164400677,0.162625425,0.162190217,0.158576616,0.158240367,0.157855688,0.156098779,0.155802069,0.153529647,0.153094812,0.151572565,0.150355591,0.150229099,0.149202513,0.148650256,0.147214698,0.146335753,0.145388988
comp_268,CHEMBL4456879,O=C1NC(=O)/C(=C\c2ccc(-n3cc([N+](=O)[O-])cn3)cc2)S1,550,5.50E-07,6.259637311,61.59208918,34.02545153,87.6625847,58.02859562,77.30769313,8.44550038,0.29421322,0.33550754,1.21939103,0.26574371,0.33827109,2.86975178,2.70309937,0.97927382,-0.47712801,3.327,4.1848,195.427,17.5922645,7.835103754,4.102643206,17.67823142,7.835060307,3.583887023,17.77367441,7.833246815,3.872576527,16.43521454,7.376012903,6.448684589,316.291,1704.05176,-1417.766297,3.8873,4.057,4.3776,4.4678,4.8657,5.0493,5.057,5.2827,5.3277,5.7196,5.8893,5.9973,6.1187,6.2337,6.3293,6.3657,6.565,6.5953,6.674,6.7227,6.7785,6.8677,6.9533,7.0008,7.0766,7.166,7.1789,7.2312,7.3257,7.4106,0.257247961,0.246487552,0.228435673,0.223823806,0.205520275,0.198047254,0.197745699,0.18929714,0.187698256,0.174837401,0.169799467,0.1667417,0.163433409,0.160418371,0.157995355,0.157091914,0.152322925,0.151623126,0.149835181,0.148749758,0.147525264,0.145609156,0.143816605,0.142840818,0.141310799,0.139547865,0.139297107,0.138289634,0.136505726,0.13494184
comp_269,CHEMBL4468056,Nc1nnc(-c2ccc(OCc3ccccc3)cc2)s1,2300,2.30E-06,5.638272164,9.883267115,14.31657168,90.25746584,44.45521741,83.05527229,7.67224131,0.45070177,0.52682373,-0.55638114,0.29367281,0.32144299,3.5594309,0.7660955,0.77143429,-0.43928105,2.146,2.1576,191.347,18.32867156,6.9128411,4.283778368,18.17452778,6.097671913,5.829888339,18.36390693,7.103215002,4.1337415,18.28592352,6.920420461,4.223031782,283.349,1450.075644,-1216.711472,4.5986,5.0695,5.0824,5.3061,5.6313,5.9679,6.1741,6.2262,6.2481,6.4338,6.4687,6.5277,6.5541,6.6553,6.8201,6.8681,6.998,7.0693,7.1389,7.2205,7.2856,7.3237,7.3386,7.4245,7.5095,7.5548,7.583,7.6676,7.7192,7.8213,0.217457487,0.197258112,0.196757437,0.188462336,0.177578889,0.167563129,0.161966926,0.160611609,0.160048655,0.15542914,0.154590567,0.153193315,0.15257625,0.150256187,0.146625416,0.145600676,0.142897971,0.141456721,0.140077603,0.138494564,0.137257055,0.136543004,0.136265773,0.134689205,0.133164658,0.132366178,0.131873929,0.130418906,0.129547103,0.127855983
comp_270,CHEMBL4442881,Nc1nnc(-c2ccc(Cl)c(OCc3ccccc3)c2)s1,2300,2.30E-06,5.638272164,9.603788508,16.9577574,90.56909494,43.12754989,78.45367798,8.01527406,0.40139463,0.45474941,-0.08868554,0.28522869,0.2980097,3.5279973,0.75470715,0.76947265,-0.42821596,3.7676,5.753,212.835,16.77952016,9.769253502,4.151245415,16.82184153,8.461919269,6.456856055,16.64730956,9.814983932,4.141125512,16.80203102,9.769493291,4.146717597,317.791,1741.347739,-1676.278486,4.5614,4.9123,4.9832,5.362,5.6359,5.7773,6.1302,6.1485,6.1632,6.1979,6.3185,6.4453,6.4644,6.507,6.527,6.782,6.7983,6.9499,7.0556,7.1413,7.1502,7.2,7.2897,7.3212,7.3733,7.3906,7.4223,7.4669,7.5467,7.6489,0.219230938,0.203570629,0.200674266,0.186497576,0.17743395,0.173091236,0.163126815,0.162641295,0.162253375,0.161344972,0.158265411,0.155151816,0.154693398,0.153680652,0.153209744,0.14744913,0.147095597,0.143886962,0.141731391,0.140030527,0.139856228,0.138888889,0.137179857,0.13658963,0.135624483,0.135307012,0.134729127,0.133924386,0.132508249,0.130737753
