comp_name,ChEMBL ID,Smiles,IC50(nM),IC50(M),pIC50,rUV,rex,rorb,rIR,rfreq,IPv,C-S0,S0-C,EAv,A-S0,S0-A,STv,T1-S0,S0-T1,Esolv,mu,T_mu,Vmol,B1,B2,B3,ca_B1,ca_B2,ca_B3,an_B1,an_B2,an_B3,tri_B1,tri_B2,tri_B3,MW,nuclear_repulsion_energy,E0,dE1,dE2,dE3,dE4,dE5,dE6,dE7,dE8,dE9,dE10,dE11,dE12,dE13,dE14,dE15,dE16,dE17,dE18,dE19,dE20,dE21,dE22,dE23,dE24,dE25,dE26,dE27,dE28,dE29,dE30,1/dE1,1/dE2,1/dE3,1/dE4,1/dE5,1/dE6,1/dE7,1/dE8,1/dE9,1/dE10,1/dE11,1/dE12,1/dE13,1/dE14,1/dE15,1/dE16,1/dE17,1/dE18,1/dE19,1/dE20,1/dE21,1/dE22,1/dE23,1/dE24,1/dE25,1/dE26,1/dE27,1/dE28,1/dE29,1/dE30
comp_179,CHEMBL4474005,Cc1cccc2nc(-c3cc(O)ccc3O)[nH]c12,5300,5.30E-06,5.27572413,13.83669014,12.51248506,89.33653836,26.37941699,74.37919124,7.467251545,0.217480352,0.214547632,-0.543339615,0.244497828,0.243013032,3.600464553,0.583786807,0.524502773,-0.438121862,3.762,3.7566,172.137,13.22889723,8.526879594,4.105585857,13.14726504,8.549417822,4.153894296,13.26975951,8.482862392,4.146426203,13.2009304,8.55084241,4.140387349,240.262,1219.930045,-800.3893304,4.4522,4.8844,5.0207,5.7256,5.8218,5.995,6.3235,6.5806,6.6362,6.8182,6.8717,7.0445,7.1444,7.2674,7.3439,7.459,7.5457,7.6861,7.8026,7.8276,7.8776,7.949,7.9704,8.0167,8.1169,8.1172,8.157,8.2269,8.3579,8.3704,0.224608059,0.204733437,0.199175414,0.174654185,0.171768182,0.166805671,0.15814027,0.151961827,0.150688647,0.146666276,0.145524397,0.141954716,0.139969767,0.137600793,0.136167431,0.134066229,0.132525809,0.130104995,0.128162407,0.127753079,0.126942216,0.125801988,0.125464218,0.124739606,0.123199744,0.12319519,0.122594091,0.121552468,0.11964728,0.119468604
comp_181,CHEMBL3984954,Cc1ccc(NC(=O)Cn2cc(Cn3c(-c4cccc(Cl)c4)nc(-c4ccccc4)c3-c3ccccc3)nn2)c(C)c1,15000,1.50E-05,4.823908741,30.35856091,31.22693493,93.46942068,20.77490577,84.44304053,7.20559035,0.23494412,0.23687202,-0.32898017,0.38009576,0.39854427,3.86948637,1.4850161,1.1054134,-0.58257227,1.9802,1.9037,426.484,19.02413728,14.11350793,8.40755566,18.45627127,14.29611034,8.211346192,18.57262354,14.16623305,8.512563476,18.42370598,12.71720958,11.03858937,573.097,4719.791236,-2176.340664,4.5306,4.7924,5.0284,5.1746,5.1986,5.2573,5.3864,5.4401,5.5587,5.594,5.6747,5.8448,5.8872,5.9184,5.9688,6.047,6.1377,6.2158,6.3189,6.354,6.3688,6.3788,6.4325,6.4859,6.497,6.5648,6.6274,6.6549,6.669,6.7174,0.220721317,0.208663718,0.198870416,0.193251652,0.192359481,0.190211706,0.185652755,0.18382015,0.179898178,0.17876296,0.176220769,0.171092253,0.169860035,0.168964585,0.167537864,0.165371258,0.162927481,0.160880337,0.158255393,0.157381177,0.15701545,0.156769298,0.155460552,0.154180607,0.153917193,0.152327565,0.150888735,0.150265218,0.149947518,0.148867121
comp_182,CHEMBL3901221,COc1ccc(NC(=O)Cn2cc(Cn3c(-c4cccc(Cl)c4)nc(-c4ccccc4)c3-c3ccccc3)nn2)cc1,15000,1.50E-05,4.823908741,48.24548544,35.46972836,93.94110822,46.55095157,86.51797847,7.17099646,0.24443178,0.24892133,-0.60982218,0.38817335,0.63273003,3.917781,0.65606755,0.91481259,-0.62088481,4.5851,2.6515,421.886,15.29093286,12.54236574,9.372185118,15.57163881,12.4987619,9.159398181,15.64324559,12.3397498,9.37320686,14.31845866,12.26829855,9.151610461,575.069,4990.89286,-2212.229362,4.6366,4.9152,5.0479,5.0642,5.201,5.2096,5.3065,5.3503,5.4233,5.6388,5.6696,5.7597,5.877,5.9007,5.9231,6.0097,6.017,6.0502,6.0845,6.1885,6.2208,6.325,6.3546,6.3809,6.5103,6.5341,6.5895,6.6126,6.6228,6.6821,0.215675279,0.203450521,0.198102181,0.197464555,0.192270717,0.191953317,0.18844813,0.186905407,0.184389578,0.177342697,0.176379286,0.173620154,0.170154841,0.169471419,0.168830511,0.166397657,0.166195779,0.165283792,0.164352042,0.161590046,0.160751029,0.158102767,0.157366317,0.156717704,0.153602753,0.153043265,0.151756582,0.151226446,0.150993537,0.149653552
comp_183,CHEMBL3919478,CCOc1ccccc1NC(=O)Cn1cc(Cn2c(-c3ccccc3F)nc(-c3ccccc3)c2-c2ccccc2)nn1,15000,1.50E-05,4.823908741,31.56018412,31.07436121,93.01627097,34.58151228,86.75231746,6.80980744,0.23963203,0.24722445,-0.8069188,0.27281367,1.18897865,3.87342299,0.86043522,1.11302432,-0.71176057,9.7509,6.8629,423.561,18.89839055,11.74107449,9.977359363,18.76714384,11.49533317,9.859915055,14.68203582,11.82980806,9.357152231,16.04947927,12.68728285,9.277017117,572.6444032,4810.378008,-1891.155185,4.6073,4.8466,5.1221,5.1473,5.2457,5.2994,5.3537,5.5377,5.6083,5.6199,5.8365,5.8449,5.9211,6.0275,6.1087,6.1371,6.2828,6.3423,6.4383,6.4617,6.494,6.5267,6.5518,6.6186,6.6538,6.6914,6.7367,6.7513,6.7873,6.851,0.21704686,0.206330211,0.195232424,0.194276611,0.190632327,0.188700608,0.186786708,0.180580385,0.178307152,0.177939109,0.171335561,0.171089326,0.168887538,0.165906263,0.163700951,0.16294341,0.159164704,0.157671507,0.155320504,0.154758036,0.153988297,0.153216786,0.152629812,0.151089354,0.15029006,0.149445557,0.148440631,0.148119621,0.147333991,0.145964093
comp_184,CHEMBL3186069,COc1cc(/C=N/NC(=O)c2cc3ccccc3[nH]2)ccc1O,2300,2.30E-06,5.638272164,24.87189188,21.03989123,88.90762274,39.51311061,82.18822579,7.30785881,0.33515897,0.29352043,-0.05040402,0.20882211,0.19690206,3.27426343,2.38626946,0.91921941,-0.50540541,0.9926,2.8278,223.018,18.13316209,8.651434044,4.173576273,17.91232186,8.555637631,4.176235671,18.1671975,8.640719159,4.159966501,16.04434162,7.922437984,7.466720243,309.325,1675.147857,-1046.337122,4.1934,4.5782,4.7213,4.8651,5.0179,5.5084,5.5718,5.6884,5.9594,6.0834,6.3081,6.5734,6.6727,6.7493,6.8436,6.9062,6.9742,7.0141,7.1386,7.184,7.2404,7.4209,7.4443,7.468,7.5038,7.5551,7.6892,7.7556,7.8085,7.8441,0.238469977,0.218426456,0.21180607,0.205545621,0.199286554,0.181540919,0.179475214,0.175796357,0.167802128,0.16438176,0.158526339,0.152128275,0.149864373,0.148163513,0.146121924,0.144797428,0.143385621,0.142569966,0.14008349,0.139198218,0.138113916,0.134754545,0.134330965,0.13390466,0.133265812,0.132360922,0.130052541,0.128939089,0.12806557,0.127484351
comp_185,CHEMBL4216906,CCCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(OCCC)c2OC)cc1,8690,8.69E-06,5.060980224,24.9574636,17.80189573,90.49773487,52.40964291,76.39777855,7.04396218,0.30121787,0.32736356,-0.83756029,0.34719576,0.39598481,3.84024951,1.76907173,0.80126163,-0.41609782,3.0876,2.5473,332.678,19.34838663,11.36912908,6.4392138,19.40824995,11.09394692,6.417581525,19.2317321,11.24007111,6.550554117,18.73803397,10.48419625,8.830001507,422.521,3013.343746,-1384.372894,4.6756,4.9598,5.1455,5.239,5.5725,5.8816,6.0832,6.1015,6.1851,6.3496,6.4319,6.4675,6.5789,6.6288,6.7026,6.7531,6.7865,6.825,6.9137,6.9756,7.043,7.1737,7.2677,7.2714,7.3615,7.4217,7.434,7.5558,7.5669,7.5889,0.213876294,0.201621033,0.194344573,0.190876121,0.179452669,0.170021763,0.164387165,0.163894124,0.161678873,0.157490236,0.155475054,0.15461925,0.152001094,0.150856867,0.149195834,0.148080141,0.147351359,0.146520147,0.144640352,0.143356844,0.14198495,0.139398079,0.137595113,0.137525098,0.13584188,0.134740019,0.134517084,0.132348659,0.132154515,0.131771403
comp_186,CHEMBL4215507,C#CCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(OCC#C)c2OC)cc1,20100,2.01E-05,4.696803943,22.2341901,15.36032737,91.10042756,49.22864202,80.43218761,7.0982405,0.27977833,0.28300773,-0.66950162,0.32433661,0.35924642,3.79345938,1.35989856,0.71658046,-0.51580518,3.2181,4.2638,302.04,17.61347787,11.23018797,5.825076425,17.48522897,11.36481232,5.762854666,17.99040148,11.31020789,5.805766237,16.62398328,10.96182143,8.207213423,414.457,2840.782064,-1379.404487,4.5981,5.0067,5.1788,5.2185,5.5312,5.8806,5.9362,5.9826,6.0903,6.2417,6.2894,6.312,6.4446,6.5987,6.6245,6.6788,6.6868,6.6979,6.7544,6.8348,6.8725,6.8995,6.9725,7.0773,7.1153,7.2356,7.2562,7.2661,7.2735,7.2898,0.217481134,0.199732359,0.193094925,0.191625946,0.180792595,0.170050675,0.168457936,0.167151406,0.164195524,0.160212763,0.158997679,0.15842839,0.155168668,0.151545001,0.150954789,0.149727496,0.149548364,0.149300527,0.14805164,0.14631006,0.145507457,0.144938039,0.143420581,0.141296822,0.140542212,0.138205539,0.13781318,0.137625411,0.137485392,0.137177975
comp_187,CHEMBL1795467,COc1cc(-c2ccc(O)c(O)c2)c(OC)c(O)c1-c1ccc(O)c(O)c1,14000,1.40E-05,4.853871964,17.47687042,15.87204922,89.81683982,47.09718653,76.18022833,7.02815476,0.27520906,0.28421671,-0.77817881,0.35941241,0.39177826,3.81907146,1.5958163,0.78407598,-0.59096006,1.3643,1.8527,255.351,16.9504995,9.362201646,6.463910062,16.98947957,9.543118412,6.075669642,17.00533566,9.641138786,5.879005112,15.92224785,9.330635291,7.491941756,370.357,2400.298101,-1299.023235,4.6343,4.7884,5.0753,5.1524,5.4869,5.898,5.958,6.0726,6.2701,6.3373,6.3934,6.4874,6.5621,6.6057,6.6443,6.6671,6.6958,6.7658,6.8293,6.8495,6.9482,7.047,7.1461,7.2016,7.2811,7.2933,7.3366,7.3961,7.4107,7.4847,0.215782319,0.208838025,0.197032688,0.19408431,0.182252274,0.169549,0.167841558,0.16467411,0.15948709,0.157795907,0.156411299,0.154144958,0.152390241,0.15138441,0.150504944,0.149990251,0.149347352,0.147802182,0.146427892,0.145996058,0.143922167,0.141904356,0.139936469,0.138858032,0.137341885,0.137112144,0.13630292,0.135206393,0.134940019,0.133605889
comp_188,CHEMBL4206986,COc1cc(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,13200,1.32E-05,4.879426069,23.18899455,19.6784425,90.3753217,44.18317107,79.44456206,7.05868659,0.27068387,0.27785505,-0.86789239,0.33218236,0.38954233,3.78751568,1.44964507,0.69179885,-0.53410948,5.4331,4.4868,223.711,16.8401013,9.241305676,5.204838425,16.88205085,9.365068724,4.990893535,17.0882513,9.418842964,4.687601744,16.27703731,9.497905431,6.339384589,324.332,1926.795943,-1109.345774,4.5731,4.8182,4.9682,5.211,5.51,5.6887,5.9278,5.9681,6.0463,6.1848,6.3248,6.3994,6.4874,6.5001,6.7155,6.8674,6.8893,6.9758,7.006,7.1256,7.1563,7.2152,7.299,7.3185,7.351,7.3913,7.4685,7.4847,7.5106,7.5925,0.218670049,0.207546387,0.201280142,0.191901746,0.181488203,0.175787087,0.16869665,0.167557514,0.165390404,0.161686716,0.158107766,0.15626465,0.154144958,0.153843787,0.14890924,0.145615517,0.145152628,0.143352734,0.142734799,0.140339059,0.139737015,0.138596297,0.137005069,0.136640022,0.136035913,0.135294197,0.133895695,0.133605889,0.133145155,0.131708923
comp_189,CHEMBL4072055,O=C1/C(=C/c2ccccc2)CCC/C1=C\c1ccc(O)cc1,42300,4.23E-05,4.373659633,27.64250783,10.22721649,90.91503812,41.82305625,81.02641936,7.744203198,0.301930371,0.299507885,0.461537471,0.174534837,0.184209327,3.047841225,2.888118641,0.886508638,-0.367269941,4.0007,3.794,225.303,18.13678829,7.40427007,5.436882814,18.12448976,7.126894733,5.804740204,18.24449781,7.414590172,5.466958379,16.48207848,7.680671377,7.160147174,290.362,1562.055336,-923.0276219,3.32,4.1016,4.5063,5.0571,5.1268,5.6454,5.8555,5.9283,5.9565,6.0686,6.1244,6.1631,6.4756,6.6236,6.7798,6.9093,6.9419,6.9863,7.0482,7.1,7.1586,7.232,7.2972,7.3296,7.3682,7.3886,7.454,7.4984,7.5495,7.5767,0.301204819,0.243807295,0.221911546,0.197741789,0.195053445,0.177135367,0.170779609,0.168682422,0.167883824,0.164782652,0.163281301,0.162256008,0.154425845,0.1509753,0.147496976,0.144732462,0.144052781,0.143137283,0.141880196,0.14084507,0.139692119,0.138274336,0.137038864,0.136433093,0.135718357,0.135343637,0.134156158,0.133361784,0.132459103,0.131983581
comp_190,CHEMBL4566389,COc1ccc(C(=O)Cn2nnc3cc(C)c(C)cc32)cc1,2600,2.60E-06,5.585026652,22.93882985,28.56209368,90.55943526,43.55849914,73.65142034,8.064441402,0.313192487,0.285011714,-0.148937775,0.308253065,0.477840234,3.976459212,0.69927938,0.737802999,-0.460449467,6.6831,5.8059,217.352,17.27065991,8.444825821,5.614430639,17.09409045,8.463678364,5.460632753,14.5423716,8.568152231,7.657565626,14.40846477,9.291171614,6.222088113,295.342,1650.311199,-972.3353822,3.8899,5.034,5.135,5.2205,5.2776,5.2799,5.4915,5.6059,6.3782,6.4442,6.6269,6.6968,6.7987,6.8949,6.9215,7.0162,7.0592,7.0969,7.2658,7.2776,7.3595,7.4648,7.4903,7.6123,7.65,7.6613,7.7072,7.7577,7.8704,8.023,0.257076017,0.198649186,0.194741967,0.191552533,0.189480067,0.189397526,0.182099608,0.178383489,0.156784046,0.1551783,0.150900119,0.149325051,0.147086943,0.145034736,0.144477353,0.142527294,0.141659112,0.140906593,0.137631094,0.137407937,0.135878796,0.133962062,0.133506001,0.131366341,0.130718954,0.130526151,0.129748806,0.128904186,0.127058345,0.124641655
comp_191,CHEMBL4560628,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(O)cc4oc3c2)nn1)Nc1ccc(O)cc1O,17610,1.76E-05,4.754240644,24.74200721,23.27714233,91.81025026,38.37997032,77.91568279,7.70743819,0.37824324,0.60617999,-0.01797014,0.22128855,0.73921538,3.95768947,0.36454195,0.35230462,-0.85101178,7.1464,8.2214,309.211,13.32782752,9.236867539,8.617522197,14.20873994,9.001255575,8.521301976,13.2918303,10.0021116,8.923899189,13.29166475,9.26771683,8.593720645,490.428,3360.527895,-1745.544275,4.3049,4.3223,4.8143,5.0413,5.1139,5.3493,5.4462,5.5271,5.7162,5.7905,5.9875,6.0371,6.2161,6.413,6.4611,6.5463,6.6794,6.7349,6.7445,6.7937,6.8601,6.8772,6.9566,6.9755,6.9789,6.9837,6.9967,7.0325,7.0831,7.0939,0.232293433,0.231358305,0.207714517,0.198361534,0.195545474,0.186940347,0.183614263,0.180926707,0.174941395,0.172696658,0.167014614,0.165642444,0.160872573,0.155933261,0.154772407,0.152758047,0.149714046,0.148480304,0.14826896,0.147195196,0.14577047,0.145408015,0.143748383,0.143358899,0.143289057,0.143190572,0.142924522,0.142196943,0.141181121,0.140966182
comp_192,CHEMBL4538081,O=C(Cn1cc(COc2cc(O)c3c(=O)c4cc(O)ccc4oc3c2)nn1)Nc1ccc(O)cc1O,15620,1.56E-05,4.80631897,23.85551906,18.87345814,92.21057583,34.4156827,81.56290307,7.49888982,0.26104029,0.19938941,-0.37339941,0.31357248,0.2953237,3.57982555,0.36124643,0.34192798,-0.96159864,9.0437,7.8416,305.694,23.42130294,8.276886747,7.987281068,24.42648045,8.071138558,6.877008705,18.64894132,11.50973974,8.011703767,23.20687403,8.395425496,8.034848547,490.428,3413.906216,-1745.524141,3.7833,4.3232,4.9865,5.0077,5.0424,5.3855,5.518,5.6639,5.8629,6.0023,6.036,6.1109,6.2573,6.3229,6.4028,6.4824,6.6094,6.6586,6.6616,6.7147,6.7249,6.8054,6.8423,6.8813,6.9578,6.9831,6.9899,7.0179,7.0267,7.0572,0.264319509,0.231310141,0.200541462,0.199692474,0.198318261,0.185683781,0.181225082,0.176556789,0.170564055,0.166602802,0.165672631,0.163642017,0.159813338,0.158155277,0.156181671,0.154263853,0.151299664,0.15018172,0.150114087,0.148926981,0.148701096,0.146942134,0.146149687,0.145321378,0.143723591,0.143202876,0.143063563,0.142492768,0.142314315,0.141699257
comp_194,CHEMBL4561169,COc1ccc(C(=O)Cn2nnc3ccccc32)cc1,4500,4.50E-06,5.346787486,23.90418026,25.32286587,90.67730366,42.85978386,82.34181429,8.347123801,0.307397007,0.244807788,-0.111720991,0.348180092,0.332497685,3.783603372,0.443030427,0.447164784,-0.446633272,6.7276,9.1683,189.978,16.26968258,7.478919578,5.06556759,16.0970812,7.418369329,5.556133202,15.89950851,7.500269209,5.275372512,16.3977528,7.316094023,5.250911426,267.288,1401.27384,-893.737372,3.9031,5.0756,5.1816,5.2292,5.2332,5.3831,5.6364,5.8527,6.3923,6.5508,6.6946,6.8495,6.8523,6.8785,7.0057,7.0946,7.1074,7.2134,7.3295,7.3841,7.4182,7.4817,7.5144,7.6432,7.6587,7.6761,7.7584,7.8718,7.8893,7.9161,0.256206605,0.197021042,0.192990582,0.191233841,0.191087671,0.185766566,0.17741821,0.170861312,0.156438215,0.152653111,0.149374122,0.145996058,0.145936401,0.145380534,0.142740911,0.140952274,0.140698427,0.138630881,0.136434955,0.135426118,0.134803591,0.133659462,0.133077824,0.130835252,0.130570462,0.130274488,0.128892555,0.127035748,0.126753958,0.126324832
comp_195,CHEMBL4531602,CC(=O)Nc1ccc(-n2c(-c3c(-c4ccccc4)[nH]c4ccc(F)cc34)nc(-c3ccccc3)c2-c2ccccc2)cc1,8300,8.30E-06,5.080921908,55.22054085,47.51231647,92.94738457,58.91677071,83.46070756,6.68850135,0.32583294,0.33588306,-0.31895781,0.30335149,0.32450995,3.47486755,0.77271566,0.69526336,-0.72133585,6.8371,4.8326,405.043,14.70584916,12.88978697,11.12888801,16.94036039,15.271535,7.087745307,16.00213532,14.0204847,9.492364387,17.53018805,14.41502978,7.720064694,562.6484032,4797.526812,-1819.634782,4.2215,4.4825,4.717,4.8692,4.9887,5.0864,5.0956,5.1504,5.1993,5.2403,5.2752,5.3409,5.4568,5.5683,5.6043,5.6799,5.7278,5.7919,5.8232,5.8618,5.9481,5.9998,6.0525,6.0684,6.1,6.1586,6.2145,6.2434,6.2783,6.362,0.236882625,0.223089794,0.211999152,0.205372546,0.200453024,0.196602705,0.196247743,0.194159677,0.192333583,0.190828769,0.189566272,0.187234361,0.183257587,0.179588025,0.178434416,0.176059438,0.174587102,0.172654915,0.171726886,0.170596063,0.168120913,0.166672222,0.165220983,0.164788083,0.163934426,0.162374566,0.160913991,0.160169139,0.159278786,0.157183276
comp_196,CHEMBL4556298,Cc1cccc2nc(-c3ccc(O)c(O)c3)[nH]c12,5300,5.30E-06,5.27572413,17.02697677,11.24132103,90.52809847,58.96463103,80.9248816,7.413785277,0.233804639,0.241985518,-0.700768093,0.362741732,0.330075879,3.706396241,0.604034267,0.606235692,-0.452283173,2.9946,2.1073,168.526,13.7720622,8.323379931,4.156367561,13.61982133,8.386862242,4.140743078,13.78192299,8.324881348,4.137887182,13.66585435,8.364917775,4.146629861,240.262,1199.220991,-800.3873876,4.61,5.0037,5.189,5.7711,5.797,5.9877,6.4266,6.4875,6.5973,6.6913,6.8192,6.9451,7.0241,7.293,7.349,7.3783,7.5924,7.6094,7.6321,7.7226,7.7388,7.9993,8.0191,8.0806,8.1039,8.1672,8.2271,8.3311,8.3517,8.4157,0.21691974,0.199852109,0.192715359,0.173277192,0.172503019,0.167009035,0.155603274,0.154142582,0.15157716,0.14944779,0.146644768,0.143986408,0.142366994,0.137117784,0.136072935,0.135532575,0.131710658,0.131416406,0.131025537,0.129490068,0.129219,0.125010938,0.124702273,0.123753187,0.123397377,0.122440983,0.121549513,0.120032169,0.119736102,0.118825528
comp_198,CHEMBL3976877,COc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2Cc2cn(CC(=O)Nc3ccc(Cl)cc3Cl)nn2)cc1OC,15000,1.50E-05,4.823908741,35.94673775,37.01117723,93.46095613,56.31198683,85.45987069,6.98561826,0.19214476,0.43944023,-0.27798757,0.82298172,0.45803922,3.94358084,1.05510189,1.19777733,-0.65247352,4.754,1.2005,441.428,21.61905797,10.45281675,8.454708868,20.50755665,10.01583062,8.916177977,21.33358695,10.30298965,8.556241898,18.45217778,12.24207583,8.174238178,639.537,5701.684054,-2786.270602,4.6707,5.0972,5.0991,5.1439,5.1937,5.2452,5.3167,5.3573,5.3812,5.4725,5.5553,5.6585,5.6787,5.821,5.8567,5.8674,5.9576,6.0736,6.0823,6.1215,6.2027,6.2652,6.393,6.4232,6.4469,6.5243,6.5448,6.5658,6.605,6.6311,0.21410067,0.196186141,0.19611304,0.194405023,0.192540963,0.1906505,0.188086595,0.186661191,0.185832156,0.182731841,0.18000828,0.176725281,0.176096642,0.171791788,0.170744617,0.170433241,0.167852827,0.164646997,0.164411489,0.163358654,0.161220114,0.159611824,0.156421086,0.15568564,0.15511331,0.153273148,0.152793057,0.152304365,0.151400454,0.150804542
comp_199,CHEMBL4446517,O=c1oc2ccccc2cc1OCC(O)CSc1nnc(-c2cccc(Br)c2)c(-c2cccc(Br)c2)n1,32000,3.20E-05,4.494850022,37.30047183,41.65375517,92.69217396,60.98585735,84.50448782,8.05763723,0.44759646,0.5401876,0.74859828,0.15418704,1.02619674,2.75355319,0.38230176,0.25863565,-0.67300231,4.0017,3.3261,370.311,21.37332368,11.80779512,7.18375794,16.86763603,11.93460888,7.627643213,20.65489581,10.81895063,8.323019234,21.57111069,11.94849908,7.175053586,641.334,4858.74969,-7046.568632,3.117,4.0673,4.1325,4.6144,4.6866,4.847,4.9543,5.0199,5.0546,5.1839,5.3122,5.3316,5.4251,5.5518,5.6782,5.7852,5.8109,5.836,5.8622,5.9189,5.9731,5.9756,6.0149,6.017,6.1027,6.167,6.2178,6.2753,6.2915,6.3341,0.320821303,0.245863349,0.241984271,0.216712899,0.213374301,0.206313183,0.201844862,0.199207156,0.197839592,0.192904956,0.188245924,0.187560957,0.184328399,0.180121762,0.176112148,0.172854871,0.172090382,0.17135024,0.170584422,0.168950312,0.167417254,0.167347212,0.166253803,0.166195779,0.163861897,0.162153397,0.160828589,0.159354931,0.158944608,0.157875626
comp_200,CHEMBL4453256,COc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)n3)n2)cc1,2800,2.80E-06,5.552841969,62.21880514,50.75343638,91.38929111,37.92005206,84.2845801,7.32646542,0.11171775,0.42847665,1.08605141,0.32988874,0.3563694,2.80611287,0.18126172,0.4740548,-0.53565533,0.6175,2.6729,383.774,16.21810044,12.09728439,11.33159299,14.23942826,12.74062147,9.175051018,15.42560682,13.36789992,10.86047507,14.46944329,12.38801561,8.86488362,669.41,5448.531688,-7403.821659,3.1821,3.8269,4.0596,4.1441,4.4317,4.4943,4.7427,4.8205,4.9322,5.1071,5.1371,5.1446,5.2024,5.2203,5.3087,5.4145,5.526,5.5688,5.6069,5.6411,5.7059,5.7212,5.7969,5.834,5.889,5.9341,5.9439,5.9755,6.0059,6.0323,0.31425788,0.261308108,0.246329688,0.241306918,0.225647043,0.222504061,0.210850359,0.20744736,0.20274928,0.195805839,0.194662358,0.194378572,0.192218976,0.191559872,0.188370034,0.18468926,0.180962722,0.179571901,0.178351674,0.177270391,0.17525719,0.174788506,0.172505995,0.171408982,0.169808117,0.168517551,0.168239708,0.167350013,0.166502939,0.165774249
comp_201,CHEMBL4550413,O=C(NNC(=S)Nc1ccc(Cl)cc1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,400,4.00E-07,6.397940009,22.90217296,35.57019988,92.26567143,33.40113232,88.52802806,8.00196706,0.44499644,0.38853716,1.00091064,0.44819945,0.40414675,3.67318703,0.74043852,0.71220656,-0.69649112,6.5233,10.4983,306.828,20.37764432,9.497895759,8.031687938,20.74845769,10.26299969,6.618825382,20.90040417,10.65648675,6.064774011,20.91948589,10.63635525,6.698772235,484.355,3156.61306,-2589.568937,3.6754,4.4533,4.4882,4.5976,4.6783,4.9273,5.0282,5.0659,5.1483,5.2886,5.3184,5.5336,5.6139,5.8083,5.89,5.9057,6.0288,6.0563,6.1029,6.1201,6.1236,6.1501,6.2347,6.3195,6.337,6.3748,6.4073,6.4984,6.5052,6.516,0.272079229,0.224552579,0.22280647,0.217504785,0.213752859,0.202950906,0.198878326,0.197398291,0.194238875,0.189085958,0.188026474,0.180714182,0.178129286,0.172167416,0.169779287,0.169327937,0.165870488,0.165117316,0.163856527,0.163396023,0.163302632,0.162598982,0.160392641,0.158240367,0.157803377,0.156867666,0.15607198,0.153884033,0.153723175,0.153468386
comp_202,CHEMBL4462975,Cc1cccc(NC(=S)NNC(=O)c2ccc(-c3nnc(-c4ccccc4Cl)o3)cc2)c1,400,4.00E-07,6.397940009,29.34504596,37.91193421,93.72927369,49.90317441,85.09717137,8.01267514,0.25138882,0.3495057,0.75483477,0.3024987,0.39057254,3.70992678,0.75870771,0.71385854,-0.7182591,9.4777,11.248,306.068,19.01758768,9.22957755,7.525813757,19.31486248,7.930435969,7.291890057,19.36175949,8.425634789,7.56802076,19.17012709,8.804441331,7.449473304,463.94,3267.944419,-2169.304318,3.7404,4.5007,4.5381,4.7458,4.8538,4.9442,5.0495,5.0611,5.2086,5.3214,5.504,5.5842,5.7593,5.8084,5.8212,5.861,5.9311,6.0072,6.0356,6.0898,6.1369,6.1885,6.2162,6.244,6.3149,6.3578,6.414,6.4599,6.5032,6.5625,0.267351085,0.22218766,0.220356537,0.21071263,0.206024146,0.20225719,0.19803941,0.197585505,0.19199017,0.187920472,0.181686047,0.179076681,0.173632212,0.172164451,0.171785886,0.170619348,0.168602789,0.166466906,0.165683611,0.164209005,0.16294872,0.161590046,0.160869985,0.160153748,0.158355635,0.157287112,0.155908949,0.154801158,0.153770451,0.152380952
comp_203,CHEMBL4586665,O=C(NNC(=S)Nc1ccccc1F)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,400,4.00E-07,6.397940009,30.50600662,36.86610597,93.71178207,51.5056078,88.18364276,8.11145243,0.35227932,0.2410598,0.67199986,0.43319313,0.41941293,3.69536726,0.7479376,0.71041798,-0.60083792,4.8393,5.6685,306.271,22.41006716,7.664144868,7.004532193,22.30189104,7.778063825,7.248313724,22.24983294,10.11871442,4.663823623,22.39484499,8.314560692,6.444639668,467.9034032,3066.108472,-2229.209504,4.0296,4.513,4.6608,4.7015,4.8722,4.8976,5.0483,5.0716,5.3254,5.3362,5.5356,5.7003,5.7498,5.8312,5.9786,6.0539,6.1773,6.1815,6.1885,6.2363,6.3036,6.3335,6.3507,6.3816,6.3963,6.4554,6.5431,6.5716,6.5762,6.6715,0.248163589,0.221582096,0.214555441,0.212698075,0.20524609,0.20418164,0.198086485,0.197176433,0.187779322,0.187399273,0.180648891,0.175429363,0.173919093,0.171491288,0.167263239,0.165182775,0.161883023,0.161773032,0.161590046,0.16035149,0.158639508,0.157890582,0.157462957,0.156700514,0.156340384,0.154909068,0.152832755,0.152169943,0.152063502,0.149891329
